# lensed spectra
# l, f1*TT, f1*EE, f1*BB, f1*TE
# f1 = l(l+1)/(2pi)
# everything is in muK^2
     2    0.10541E+04    0.37417E-01    0.11821E-05    0.29225E+01
     3    0.99754E+03    0.53186E-01    0.26723E-05    0.34076E+01
     4    0.94226E+03    0.51854E-01    0.47331E-05    0.33149E+01
     5    0.90016E+03    0.39516E-01    0.73458E-05    0.29263E+01
     6    0.87074E+03    0.25050E-01    0.10791E-04    0.24380E+01
     7    0.85145E+03    0.14153E-01    0.14701E-04    0.19638E+01
     8    0.83931E+03    0.81498E-02    0.18884E-04    0.15673E+01
     9    0.83287E+03    0.56667E-02    0.23621E-04    0.12687E+01
    10    0.83082E+03    0.47820E-02    0.28731E-04    0.10675E+01
    11    0.83175E+03    0.42530E-02    0.34419E-04    0.95430E+00
    12    0.83614E+03    0.37757E-02    0.40678E-04    0.91370E+00
    13    0.84199E+03    0.32255E-02    0.47778E-04    0.92594E+00
    14    0.84917E+03    0.29343E-02    0.55402E-04    0.96639E+00
    15    0.85668E+03    0.29550E-02    0.63435E-04    0.10186E+01
    16    0.86623E+03    0.31233E-02    0.72130E-04    0.10754E+01
    17    0.87766E+03    0.34193E-02    0.81149E-04    0.11327E+01
    18    0.88970E+03    0.38073E-02    0.91034E-04    0.11883E+01
    19    0.90321E+03    0.42854E-02    0.10126E-03    0.12447E+01
    20    0.91646E+03    0.49255E-02    0.11186E-03    0.13004E+01
    21    0.93029E+03    0.57345E-02    0.12337E-03    0.13567E+01
    22    0.94465E+03    0.67124E-02    0.13519E-03    0.14125E+01
    23    0.95908E+03    0.78524E-02    0.14756E-03    0.14709E+01
    24    0.97395E+03    0.91387E-02    0.16058E-03    0.15354E+01
    25    0.98940E+03    0.10575E-01    0.17416E-03    0.15968E+01
    26    0.10050E+04    0.12162E-01    0.18816E-03    0.16548E+01
    27    0.10211E+04    0.13903E-01    0.20287E-03    0.17102E+01
    28    0.10375E+04    0.15801E-01    0.21821E-03    0.17581E+01
    29    0.10541E+04    0.17861E-01    0.23411E-03    0.18011E+01
    30    0.10711E+04    0.20082E-01    0.25057E-03    0.18294E+01
    31    0.10880E+04    0.22481E-01    0.26754E-03    0.18539E+01
    32    0.11055E+04    0.25105E-01    0.28513E-03    0.18702E+01
    33    0.11232E+04    0.27908E-01    0.30335E-03    0.18782E+01
    34    0.11410E+04    0.30917E-01    0.32218E-03    0.18819E+01
    35    0.11593E+04    0.34131E-01    0.34142E-03    0.18714E+01
    36    0.11775E+04    0.37557E-01    0.36143E-03    0.18540E+01
    37    0.11960E+04    0.41223E-01    0.38186E-03    0.18267E+01
    38    0.12148E+04    0.45129E-01    0.40281E-03    0.17930E+01
    39    0.12340E+04    0.49273E-01    0.42442E-03    0.17510E+01
    40    0.12533E+04    0.53657E-01    0.44665E-03    0.16965E+01
