# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 20000, i.e. number of multipoles equal to 19999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 1493       9.283657768128e-11       1.575233865922e-12      -6.154748869146e-13       1.149985055188e-14       1.656241139248e-15       3.839317079806e-16       1.251834693870e-17 
 1494       9.247988104714e-11       1.582891514250e-12      -5.586793727310e-13       1.149098965630e-14       1.652214058959e-15       3.809844380172e-16       1.307854856939e-17 
 1495       9.212015245279e-11       1.590806190451e-12      -5.028930677506e-13       1.148205055376e-14       1.648199373047e-15       3.780108967189e-16       1.363413634597e-17 
 1496       9.175748705715e-11       1.598972336717e-12      -4.481286785554e-13       1.147303416060e-14       1.644197040792e-15       3.750129588873e-16       1.418507398724e-17 
 1497       9.139198056435e-11       1.607384361560e-12      -3.943989617861e-13       1.146394139882e-14       1.640207020896e-15       3.719925096789e-16       1.473132510809e-17 
 1498       9.102372922462e-11       1.616036639761e-12      -3.417167242145e-13       1.145477319601e-14       1.636229271491e-15       3.689514446220e-16       1.527285321930e-17 
 1499       9.065282983524e-11       1.624923512308e-12      -2.900948228177e-13       1.144553048543e-14       1.632263750132e-15       3.658916696347e-16       1.580962172747e-17 
 1500       9.027937974148e-11       1.634039286337e-12      -2.395461648502e-13       1.143621420602e-14       1.628310413799e-15       3.628151010419e-16       1.634159393489e-17 
 1501       8.990347683749e-11       1.643378235074e-12      -1.900837079180e-13       1.142682530235e-14       1.624369218891e-15       3.597236655931e-16       1.686873303941e-17 
 1502       8.952521956726e-11       1.652934597777e-12      -1.417204600510e-13       1.141736472468e-14       1.620440121233e-15       3.566193004795e-16       1.739100213433e-17 
 1503       8.914470692554e-11       1.662702579679e-12      -9.446947977689e-14       1.140783342895e-14       1.616523076067e-15       3.535039533516e-16       1.790836420828e-17 
 1504       8.876203845874e-11       1.672676351926e-12      -4.834387619373e-14       1.139823237682e-14       1.612618038053e-15       3.503795823370e-16       1.842078214509e-17 
 1505       8.837731426591e-11       1.682850051524e-12      -3.356809043501e-15       1.138856253562e-14       1.608724961271e-15       3.472481560571e-16       1.892821872369e-17 
 1506       8.799063499961e-11       1.693217781273e-12       4.047851121487e-14       1.137882487842e-14       1.604843799215e-15       3.441116536453e-16       1.943063661799e-17 
 1507       8.760210186686e-11       1.703773609718e-12       8.314882333230e-14       1.136902038400e-14       1.600974504797e-15       3.409720647640e-16       1.992799839673e-17 
 1508       8.721181663010e-11       1.714511571081e-12       1.246408151964e-13       1.135915003687e-14       1.597117030340e-15       3.378313896220e-16       2.042026652340e-17 
 1509       8.681988160806e-11       1.725425665211e-12       1.649411237581e-13       1.134921482730e-14       1.593271327580e-15       3.346916389923e-16       2.090740335610e-17 
 1510       8.642639967670e-11       1.736509857518e-12       2.040363349590e-13       1.133921575131e-14       1.589437347668e-15       3.315548342294e-16       2.138937114743e-17 
 1511       8.603147427019e-11       1.747758078923e-12       2.419129836574e-13       1.132915381066e-14       1.585615041161e-15       3.284230072866e-16       2.186613204435e-17 
 1512       8.563520938176e-11       1.759164225792e-12       2.785575535560e-13       1.131903001291e-14       1.581804358028e-15       3.252982007337e-16       2.233764808810e-17 
 1513       8.523770956468e-11       1.770722159880e-12       3.139564771278e-13       1.130884537139e-14       1.578005247644e-15       3.221824677739e-16       2.280388121402e-17 
 1514       8.483907993317e-11       1.782425708275e-12       3.480961355439e-13       1.129860090521e-14       1.574217658792e-15       3.190778722623e-16       2.326479325152e-17 
 1515       8.443942616333e-11       1.794268663338e-12       3.809628585994e-13       1.128829763931e-14       1.570441539659e-15       3.159864887220e-16       2.372034592386e-17 
 1516       8.403885449405e-11       1.806244782643e-12       4.125429246408e-13       1.127793660441e-14       1.566676837839e-15       3.129104023629e-16       2.417050084812e-17 
 1517       8.363747172795e-11       1.818347788922e-12       4.428225604928e-13       1.126751883707e-14       1.562923500328e-15       3.098517090980e-16       2.461521953501e-17 
 1518       8.323538523234e-11       1.830571370002e-12       4.717879413849e-13       1.125704537966e-14       1.559181473521e-15       3.068125155615e-16       2.505446338880e-17 
 1519       8.283269842318e-11       1.842909264424e-12       4.994284957805e-13       1.124651733358e-14       1.555450707662e-15       3.037946012518e-16       2.548820411143e-17 
 1520       8.242949716785e-11       1.855355519297e-12       5.257468548219e-13       1.123593601922e-14       1.551731170221e-15       3.007984013662e-16       2.591645502479e-17 
 1521       8.202586325332e-11       1.867904234812e-12       5.507489985476e-13       1.122530281756e-14       1.548022832636e-15       2.978240142061e-16       2.633924004981e-17 
 1522       8.162187889186e-11       1.880549478733e-12       5.744409597828e-13       1.121461911711e-14       1.544325665887e-15       2.948715381625e-16       2.675658333001e-17 
 1523       8.121762672174e-11       1.893285286351e-12       5.968288242378e-13       1.120388631395e-14       1.540639640490e-15       2.919410717157e-16       2.716850923196e-17 
 1524       8.081318980793e-11       1.906105660425e-12       6.179187306070e-13       1.119310581176e-14       1.536964726494e-15       2.890327134352e-16       2.757504234564e-17 
 1525       8.040865164275e-11       1.919004571131e-12       6.377168706672e-13       1.118227902177e-14       1.533300893487e-15       2.861465619798e-16       2.797620748488e-17 
 1526       8.000409614664e-11       1.931975956005e-12       6.562294893760e-13       1.117140736283e-14       1.529648110588e-15       2.832827160973e-16       2.837202968782e-17 
 1527       7.959960766875e-11       1.945013719891e-12       6.734628849711e-13       1.116049226141e-14       1.526006346451e-15       2.804412746246e-16       2.876253421728e-17 
 1528       7.919527098773e-11       1.958111734889e-12       6.894234090681e-13       1.114953515160e-14       1.522375569260e-15       2.776223364870e-16       2.914774656122e-17 
 1529       7.879117131236e-11       1.971263840297e-12       7.041174667596e-13       1.113853747512e-14       1.518755746732e-15       2.748260006990e-16       2.952769243312e-17 
 1530       7.838739428225e-11       1.984463842558e-12       7.175515167133e-13       1.112750068135e-14       1.515146846114e-15       2.720523663635e-16       2.990239777247e-17 
 1531       7.798402596855e-11       1.997705515210e-12       7.297320712712e-13       1.111642622733e-14       1.511548834180e-15       2.693015326717e-16       3.027188874510e-17 
 1532       7.758115287466e-11       2.010982598826e-12       7.406656965478e-13       1.110531557778e-14       1.507961677233e-15       2.665735989036e-16       3.063619174368e-17 
 1533       7.717886193686e-11       2.024288800966e-12       7.503590125288e-13       1.109417020511e-14       1.504385341106e-15       2.638686644271e-16       3.099533338811e-17 
 1534       7.677724052506e-11       2.037617796118e-12       7.588186931697e-13       1.108299158941e-14       1.500819791153e-15       2.611868286985e-16       3.134934052593e-17 
 1535       7.637637644346e-11       2.050963225648e-12       7.660514664941e-13       1.107178121851e-14       1.497264992258e-15       2.585281912618e-16       3.169824023277e-17 
 1536       7.597635793126e-11       2.064318697741e-12       7.720641146927e-13       1.106054058795e-14       1.493720908827e-15       2.558928517494e-16       3.204205981276e-17 
 1537       7.557727366335e-11       2.077677787355e-12       7.768634742220e-13       1.104927120101e-14       1.490187504789e-15       2.532809098812e-16       3.238082679892e-17 
 1538       7.517921275098e-11       2.091034036159e-12       7.804564359021e-13       1.103797456871e-14       1.486664743596e-15       2.506924654648e-16       3.271456895364e-17 
 1539       7.478226474249e-11       2.104380952483e-12       7.828499450163e-13       1.102665220985e-14       1.483152588221e-15       2.481276183955e-16       3.304331426907e-17 
 1540       7.438651962397e-11       2.117712011265e-12       7.840510014088e-13       1.101530565099e-14       1.479651001157e-15       2.455864686560e-16       3.336709096751e-17 
 1541       7.399206781996e-11       2.131020653994e-12       7.840666595839e-13       1.100393642649e-14       1.476159944418e-15       2.430691163165e-16       3.368592750192e-17 
 1542       7.359900019416e-11       2.144300288659e-12       7.829040288043e-13       1.099254607850e-14       1.472679379535e-15       2.405756615343e-16       3.399985255623e-17 
 1543       7.320740805009e-11       2.157544289692e-12       7.805702731900e-13       1.098113615697e-14       1.469209267556e-15       2.381062045539e-16       3.430889504585e-17 
 1544       7.281738313181e-11       2.170745997918e-12       7.770726118162e-13       1.096970821971e-14       1.465749569046e-15       2.356608457068e-16       3.461308411806e-17 
 1545       7.242901762460e-11       2.183898720496e-12       7.724183188126e-13       1.095826383233e-14       1.462300244086e-15       2.332396854114e-16       3.491244915243e-17 
 1546       7.204240415565e-11       2.196995730870e-12       7.666147234619e-13       1.094680456830e-14       1.458861252272e-15       2.308428241730e-16       3.520701976122e-17 
 1547       7.165763579478e-11       2.210030268712e-12       7.596692102979e-13       1.093533200895e-14       1.455432552711e-15       2.284703625835e-16       3.549682578986e-17 
 1548       7.127480605506e-11       2.222995539870e-12       7.515892192046e-13       1.092384774351e-14       1.452014104025e-15       2.261224013213e-16       3.578189731731e-17 
 1549       7.089400889360e-11       2.235884716312e-12       7.423822455146e-13       1.091235336904e-14       1.448605864346e-15       2.237990411515e-16       3.606226465652e-17 
 1550       7.051533871217e-11       2.248690936073e-12       7.320558401075e-13       1.090085049056e-14       1.445207791319e-15       2.215003829254e-16       3.633795835484e-17 
 1551       7.013889035791e-11       2.261407303202e-12       7.206176095088e-13       1.088934072095e-14       1.441819842095e-15       2.192265275804e-16       3.660900919442e-17 
 1552       6.976475912403e-11       2.274026887706e-12       7.080752159885e-13       1.087782568104e-14       1.438441973338e-15       2.169775761403e-16       3.687544819269e-17 
 1553       6.939304075050e-11       2.286542725498e-12       6.944363776593e-13       1.086630699960e-14       1.435074141215e-15       2.147536297148e-16       3.713730660272e-17 
 1554       6.902383142475e-11       2.298947818343e-12       6.797088685756e-13       1.085478631332e-14       1.431716301403e-15       2.125547894994e-16       3.739461591366e-17 
 1555       6.865722778233e-11       2.311235133802e-12       6.639005188320e-13       1.084326526688e-14       1.428368409085e-15       2.103811567755e-16       3.764740785118e-17 
 1556       6.829332690766e-11       2.323397605180e-12       6.470192146616e-13       1.083174551292e-14       1.425030418945e-15       2.082328329101e-16       3.789571437789e-17 
 1557       6.793222633465e-11       2.335428131472e-12       6.290728985349e-13       1.082022871205e-14       1.421702285176e-15       2.061099193559e-16       3.813956769372e-17 
 1558       6.757401343086e-11       2.347320210505e-12       6.100711628753e-13       1.080871643758e-14       1.418383965096e-15       2.040123629208e-16       3.837897949553e-17 
 1559       6.721873343930e-11       2.359069844984e-12       5.900300473742e-13       1.079720988859e-14       1.415075430063e-15       2.019394899894e-16       3.861387854187e-17 
 1560       6.686642113796e-11       2.370673654232e-12       5.689672869142e-13       1.078571017415e-14       1.411776654667e-15       1.998904679279e-16       3.884417250283e-17 
 1561       6.651711142927e-11       2.382128242602e-12       5.469007222171e-13       1.077421840843e-14       1.408487613108e-15       1.978644594101e-16       3.906976864709e-17 
 1562       6.617083934033e-11       2.393430199447e-12       5.238483000214e-13       1.076273571070e-14       1.405208279197e-15       1.958606224094e-16       3.929057384136e-17 
 1563       6.582764002303e-11       2.404576099100e-12       4.998280732594e-13       1.075126320534e-14       1.401938626356e-15       1.938781101910e-16       3.950649454971e-17 
 1564       6.548754875428e-11       2.415562500854e-12       4.748582012343e-13       1.073980202184e-14       1.398678627615e-15       1.919160713042e-16       3.971743683303e-17 
 1565       6.515060093608e-11       2.426385948934e-12       4.489569497981e-13       1.072835329480e-14       1.395428255614e-15       1.899736495748e-16       3.992330634838e-17 
 1566       6.481683209580e-11       2.437042972479e-12       4.221426915284e-13       1.071691816398e-14       1.392187482602e-15       1.880499840970e-16       4.012400834843e-17 
 1567       6.448627788626e-11       2.447530085518e-12       3.944339059061e-13       1.070549777424e-14       1.388956280431e-15       1.861442092259e-16       4.031944768081e-17 
 1568       6.415897408594e-11       2.457843786944e-12       3.658491794925e-13       1.069409327562e-14       1.385734620565e-15       1.842554545697e-16       4.050952878755e-17 
 1569       6.383495659913e-11       2.467980560497e-12       3.364072061065e-13       1.068270582328e-14       1.382522474068e-15       1.823828449818e-16       4.069415570445e-17 
 1570       6.351426145611e-11       2.477936874739e-12       3.061267870023e-13       1.067133657756e-14       1.379319811613e-15       1.805255005534e-16       4.087323206049e-17 
 1571       6.319692481333e-11       2.487709183028e-12       2.750268310465e-13       1.065998670397e-14       1.376126603473e-15       1.786825366052e-16       4.104666107722e-17 
 1572       6.288298295353e-11       2.497293923501e-12       2.431263548953e-13       1.064865737318e-14       1.372942819528e-15       1.768530636802e-16       4.121434556814e-17 
 1573       6.257247228596e-11       2.506687519047e-12       2.104444831721e-13       1.063734976106e-14       1.369768429258e-15       1.750361875356e-16       4.137618793815e-17 
 1574       6.226542934652e-11       2.515886377286e-12       1.770004486445e-13       1.062606504865e-14       1.366603401745e-15       1.732310091350e-16       4.153209018290e-17 
 1575       6.196189079793e-11       2.524886890547e-12       1.428135924020e-13       1.061480442221e-14       1.363447705672e-15       1.714366246411e-16       4.168195388817e-17 
 1576       6.166189342991e-11       2.533685435845e-12       1.079033640329e-13       1.060356907319e-14       1.360301309321e-15       1.696521254072e-16       4.182568022935e-17 
 1577       6.136547415932e-11       2.542278374857e-12       7.228932180205e-14       1.059236019827e-14       1.357164180574e-15       1.678765979703e-16       4.196316997074e-17 
 1578       6.107267003037e-11       2.550662053899e-12       3.599113282784e-14       1.058117899933e-14       1.354036286912e-15       1.661091240425e-16       4.209432346500e-17 
 1579       6.078351821474e-11       2.558832803909e-12      -9.714267403179e-16       1.057002668350e-14       1.350917595412e-15       1.643487805039e-16       4.221904065256e-17 
 1580       6.049805601179e-11       2.566786940414e-12      -3.857847154474e-14       1.055890446313e-14       1.347808072749e-15       1.625946393945e-16       4.233722106096e-17 
 1581       6.021632084870e-11       2.574520763519e-12      -7.681000684211e-14       1.054781355583e-14       1.344707685193e-15       1.608457679066e-16       4.244876380431e-17 
 1582       5.993835028065e-11       2.582030557874e-12      -1.156459283262e-13       1.053675518445e-14       1.341616398611e-15       1.591012283769e-16       4.255356758265e-17 
 1583       5.966418199097e-11       2.589312592659e-12      -1.550660219504e-13       1.052573057709e-14       1.338534178461e-15       1.573600782788e-16       4.265153068133e-17 
 1584       5.939385379135e-11       2.596363121558e-12      -1.950499637506e-13       1.051474096715e-14       1.335460989799e-15       1.556213702147e-16       4.274255097047e-17 
 1585       5.912740362195e-11       2.603178382734e-12      -2.355773196678e-13       1.050378759328e-14       1.332396797269e-15       1.538841519083e-16       4.282652590430e-17 
 1586       5.886486955162e-11       2.609754598813e-12      -2.766275453708e-13       1.049287169942e-14       1.329341565111e-15       1.521474661966e-16       4.290335252058e-17 
 1587       5.860628977802e-11       2.616087976854e-12      -3.181799860788e-13       1.048199453478e-14       1.326295257155e-15       1.504103510223e-16       4.297292743998e-17 
 1588       5.835170262784e-11       2.622174708332e-12      -3.602138763841e-13       1.047115735392e-14       1.323257836820e-15       1.486718394262e-16       4.303514686551e-17 
 1589       5.810114655691e-11       2.628010969111e-12      -4.027083400748e-13       1.046036141664e-14       1.320229267116e-15       1.469309595391e-16       4.308990658187e-17 
 1590       5.785466015042e-11       2.633592919425e-12      -4.456423899576e-13       1.044960798811e-14       1.317209510642e-15       1.451867345743e-16       4.313710195491e-17 
 1591       5.761228212305e-11       2.638916703853e-12      -4.889949276803e-13       1.043889833878e-14       1.314198529584e-15       1.434381828196e-16       4.317662793096e-17 
 1592       5.737405131917e-11       2.643978451297e-12      -5.327447435544e-13       1.042823374445e-14       1.311196285716e-15       1.416843176301e-16       4.320837903627e-17 
 1593       5.714000671297e-11       2.648774274959e-12      -5.768705163783e-13       1.041761548625e-14       1.308202740398e-15       1.399241474196e-16       4.323224937639e-17 
 1594       5.691018740866e-11       2.653300272319e-12      -6.213508132591e-13       1.040704485067e-14       1.305217854576e-15       1.381566756535e-16       4.324813263557e-17 
 1595       5.668463264062e-11       2.657552525113e-12      -6.661640894363e-13       1.039652312951e-14       1.302241588781e-15       1.363809008409e-16       4.325592207617e-17 
 1596       5.646338177357e-11       2.661527099309e-12      -7.112886881036e-13       1.038605161998e-14       1.299273903128e-15       1.345958165266e-16       4.325551053802e-17 
 1597       5.624646418402e-11       2.665220806306e-12      -7.567035023145e-13       1.037563145551e-14       1.296314760476e-15       1.328006740025e-16       4.324684124859e-17 
 1598       5.603386880287e-11       2.668633494216e-12      -8.023899676847e-13       1.036526309673e-14       1.293364135947e-15       1.309957730881e-16       4.323006076364e-17 
 1599       5.582557429416e-11       2.671765777524e-12      -8.483300875906e-13       1.035494683587e-14       1.290422007492e-15       1.291816785781e-16       4.320536742630e-17 
 1600       5.562155914812e-11       2.674618277791e-12      -8.945057725973e-13       1.034468296548e-14       1.287488352740e-15       1.273589581860e-16       4.317296068536e-17 
 1601       5.542180168089e-11       2.677191623658e-12      -9.408988403119e-13       1.033447177838e-14       1.284563148993e-15       1.255281825480e-16       4.313304109697e-17 
 1602       5.522628003423e-11       2.679486450867e-12      -9.874910152384e-13       1.032431356768e-14       1.281646373231e-15       1.236899252285e-16       4.308581032649e-17 
 1603       5.503497217517e-11       2.681503402269e-12      -1.034263928630e-12       1.031420862682e-14       1.278738002105e-15       1.218447627237e-16       4.303147115023e-17 
 1604       5.484785589572e-11       2.683243127840e-12      -1.081199118345e-12       1.030415724949e-14       1.275838011941e-15       1.199932744671e-16       4.297022745728e-17 
 1605       5.466490881258e-11       2.684706284694e-12      -1.128278028699e-12       1.029415972971e-14       1.272946378739e-15       1.181360428334e-16       4.290228425126e-17 
 1606       5.448610836680e-11       2.685893537092e-12      -1.175482010318e-12       1.028421636178e-14       1.270063078170e-15       1.162736531437e-16       4.282784765213e-17 
 1607       5.431143182349e-11       2.686805556462e-12      -1.222792319994e-12       1.027432744029e-14       1.267188085575e-15       1.144066936694e-16       4.274712489794e-17 
 1608       5.414085627151e-11       2.687443021407e-12      -1.270190120540e-12       1.026449326012e-14       1.264321375970e-15       1.125357556376e-16       4.266032434669e-17 
 1609       5.397435862318e-11       2.687806617720e-12      -1.317656480638e-12       1.025471411647e-14       1.261462924037e-15       1.106614332350e-16       4.256765547801e-17 
 1610       5.381191561391e-11       2.687897038395e-12      -1.365172374701e-12       1.024499030479e-14       1.258612704131e-15       1.087843236128e-16       4.246932889505e-17 
 1611       5.365350380199e-11       2.687714983645e-12      -1.412718682719e-12       1.023532212087e-14       1.255770690274e-15       1.069050268914e-16       4.236555632619e-17 
 1612       5.349909956817e-11       2.687261160910e-12      -1.460276190119e-12       1.022570986074e-14       1.252936856158e-15       1.050241461648e-16       4.225655062689e-17 
 1613       5.334867911544e-11       2.686536284872e-12      -1.507825587615e-12       1.021615382078e-14       1.250111175141e-15       1.031422875053e-16       4.214252578141e-17 
 1614       5.320221846869e-11       2.685541077471e-12      -1.555347471063e-12       1.020665429760e-14       1.247293620249e-15       1.012600599679e-16       4.202369690464e-17 
 1615       5.305969347439e-11       2.684276267911e-12      -1.602822341315e-12       1.019721158816e-14       1.244484164175e-15       9.937807559541e-17       4.190028024387e-17 
 1616       5.292107980030e-11       2.682742592682e-12      -1.650230604072e-12       1.018782598967e-14       1.241682779276e-15       9.749694942233e-17       4.177249318061e-17 
 1617       5.278635293516e-11       2.680940795565e-12      -1.697552569741e-12       1.017849779965e-14       1.238889437576e-15       9.561729948000e-17       4.164055423230e-17 
 1618       5.265548818835e-11       2.678871627653e-12      -1.744768453282e-12       1.016922731591e-14       1.236104110763e-15       9.373974680098e-17       4.150468305418e-17 
 1619       5.252846068965e-11       2.676535847356e-12      -1.791858374070e-12       1.016001483653e-14       1.233326770188e-15       9.186491542368e-17       4.136510044103e-17 
 1620       5.240524538886e-11       2.673934220421e-12      -1.838802355742e-12       1.015086065990e-14       1.230557386866e-15       8.999343239693e-17       4.122202832896e-17 
 1621       5.228581705553e-11       2.671067519940e-12      -1.885580326056e-12       1.014176508471e-14       1.227795931476e-15       8.812592778462e-17       4.107568979719e-17 
 1622       5.217015027864e-11       2.667936526366e-12      -1.932172116740e-12       1.013272840991e-14       1.225042374355e-15       8.626303467028e-17       4.092630906989e-17 
 1623       5.205821946631e-11       2.664542027528e-12      -1.978557463351e-12       1.012375093475e-14       1.222296685505e-15       8.440538916165e-17       4.077411151787e-17 
 1624       5.194999884547e-11       2.660884818638e-12      -2.024716005125e-12       1.011483295879e-14       1.219558834587e-15       8.255363039531e-17       4.061932366046e-17 
 1625       5.184546246155e-11       2.656965702310e-12      -2.070627284831e-12       1.010597478184e-14       1.216828790923e-15       8.070840054127e-17       4.046217316724e-17 
 1626       5.174458417819e-11       2.652785488571e-12      -2.116270748626e-12       1.009717670403e-14       1.214106523492e-15       7.887034480755e-17       4.030288885984e-17 
 1627       5.164733767692e-11       2.648344994872e-12      -2.161625745910e-12       1.008843902577e-14       1.211392000935e-15       7.704011144480e-17       4.014170071374e-17 
 1628       5.155369645687e-11       2.643645046106e-12      -2.206671529178e-12       1.007976204775e-14       1.208685191548e-15       7.521835175087e-17       3.997883986004e-17 
 1629       5.146363383441e-11       2.638686474616e-12      -2.251387253871e-12       1.007114607095e-14       1.205986063287e-15       7.340572007545e-17       3.981453858724e-17 
 1630       5.137712294292e-11       2.633470120213e-12      -2.295751978239e-12       1.006259139664e-14       1.203294583763e-15       7.160287382459e-17       3.964903034305e-17 
 1631       5.129413673241e-11       2.627996830183e-12      -2.339744663182e-12       1.005409832638e-14       1.200610720243e-15       6.981047346538e-17       3.948254973616e-17 
 1632       5.121464796926e-11       2.622267459307e-12      -2.383344172117e-12       1.004566716200e-14       1.197934439652e-15       6.802918253051e-17       3.931533253803e-17 
 1633       5.113862923588e-11       2.616282869869e-12      -2.426529270820e-12       1.003729820564e-14       1.195265708566e-15       6.625966762285e-17       3.914761568467e-17 
 1634       5.106605293042e-11       2.610043931671e-12      -2.469278627289e-12       1.002899175971e-14       1.192604493218e-15       6.450259842007e-17       3.897963727843e-17 
 1635       5.099689126647e-11       2.603551522049e-12      -2.511570811592e-12       1.002074812691e-14       1.189950759493e-15       6.275864767923e-17       3.881163658980e-17 
 1636       5.093111193185e-11       2.596806986122e-12      -2.553386461751e-12       1.001256746985e-14       1.187304475634e-15       6.102844375224e-17       3.864380170992e-17 
 1637       5.086866502332e-11       2.589813522042e-12      -2.594714802862e-12       1.000444938855e-14       1.184665620369e-15       5.931242765857e-17       3.847611199264e-17 
 1638       5.080949599442e-11       2.582574808160e-12      -2.635547185979e-12       9.996393339175e-15       1.182034174859e-15       5.761099474356e-17       3.830849420708e-17 
 1639       5.075354998527e-11       2.575094543945e-12      -2.675874927332e-12       9.988398774037e-15       1.179410119990e-15       5.592454205405e-17       3.814087475841e-17 
 1640       5.070077182205e-11       2.567376450014e-12      -2.715689308274e-12       9.980465141601e-15       1.176793436381e-15       5.425346834077e-17       3.797317968733e-17 
 1641       5.065110601648e-11       2.559424268169e-12      -2.754981575235e-12       9.972591886477e-15       1.174184104380e-15       5.259817406090e-17       3.780533466946e-17 
 1642       5.060449676535e-11       2.551241761428e-12      -2.793742939673e-12       9.964778449409e-15       1.171582104063e-15       5.095906138048e-17       3.763726501484e-17 
 1643       5.056088794999e-11       2.542832714061e-12      -2.831964578020e-12       9.957024267277e-15       1.168987415234e-15       4.933653417691e-17       3.746889566732e-17 
 1644       5.052022313578e-11       2.534200931622e-12      -2.869637631639e-12       9.949328773079e-15       1.166400017426e-15       4.773099804138e-17       3.730015120403e-17 
 1645       5.048244557165e-11       2.525350240983e-12      -2.906753206772e-12       9.941691395936e-15       1.163819889899e-15       4.614286028139e-17       3.713095583482e-17 
 1646       5.044749818957e-11       2.516284490370e-12      -2.943302374492e-12       9.934111561078e-15       1.161247011640e-15       4.457252992318e-17       3.696123340167e-17 
 1647       5.041532360404e-11       2.507007549394e-12      -2.979276170650e-12       9.926588689837e-15       1.158681361361e-15       4.302041771421e-17       3.679090737817e-17 
 1648       5.038586411163e-11       2.497523309086e-12      -3.014665595832e-12       9.919122199647e-15       1.156122917500e-15       4.148693612563e-17       3.661990086895e-17 
 1649       5.035906169040e-11       2.487835681930e-12      -3.049461615305e-12       9.911711504031e-15       1.153571658222e-15       3.997249935475e-17       3.644813660909e-17 
 1650       5.033485799947e-11       2.477948601898e-12      -3.083655158970e-12       9.904356012597e-15       1.151027561415e-15       3.847752332751e-17       3.627553696361e-17 
 1651       5.031319437849e-11       2.467866024483e-12      -3.117237121313e-12       9.897055131031e-15       1.148490604690e-15       3.700242570093e-17       3.610202392686e-17 
 1652       5.029401184712e-11       2.457591926733e-12      -3.150198361355e-12       9.889808261091e-15       1.145960765385e-15       3.554762586563e-17       3.592751912201e-17 
 1653       5.027725110455e-11       2.447130307283e-12      -3.182529702603e-12       9.882614800599e-15       1.143438020558e-15       3.411354494821e-17       3.575194380044e-17 
 1654       5.026285252901e-11       2.436485186392e-12      -3.214221933002e-12       9.875474143437e-15       1.140922346991e-15       3.270060581382e-17       3.557521884124e-17 
 1655       5.025075617721e-11       2.425660605975e-12      -3.245265804883e-12       9.868385679536e-15       1.138413721187e-15       3.130923306855e-17       3.539726475058e-17 
 1656       5.024090178390e-11       2.414660629636e-12      -3.275652034917e-12       9.861348794877e-15       1.135912119372e-15       2.993985306193e-17       3.521800166120e-17 
 1657       5.023322876136e-11       2.403489342704e-12      -3.305371304065e-12       9.854362871474e-15       1.133417517492e-15       2.859289388941e-17       3.503734933186e-17 
 1658       5.022767619883e-11       2.392150852262e-12      -3.334414257528e-12       9.847427287377e-15       1.130929891214e-15       2.726878539482e-17       3.485522714673e-17 
 1659       5.022418286211e-11       2.380649287189e-12      -3.362771504699e-12       9.840541416660e-15       1.128449215923e-15       2.596795917281e-17       3.467155411488e-17 
 1660       5.022268719298e-11       2.368988798185e-12      -3.390433619113e-12       9.833704629416e-15       1.125975466727e-15       2.469084857135e-17       3.448624886967e-17 
 1661       5.022312730871e-11       2.357173557810e-12      -3.417391138396e-12       9.826916291751e-15       1.123508618450e-15       2.343788869422e-17       3.429922966825e-17 
 1662       5.022544100158e-11       2.345207760517e-12      -3.443634564223e-12       9.820175765776e-15       1.121048645636e-15       2.220951640340e-17       3.411041439096e-17 
 1663       5.022956573839e-11       2.333095622683e-12      -3.469154362258e-12       9.813482409601e-15       1.118595522544e-15       2.100617032164e-17       3.391972054077e-17 
 1664       5.023543865990e-11       2.320841382648e-12      -3.493940962115e-12       9.806835577330e-15       1.116149223155e-15       1.982829083484e-17       3.372706524276e-17 
 1665       5.024299658036e-11       2.308449300742e-12      -3.517984757303e-12       9.800234619050e-15       1.113709721162e-15       1.867632009457e-17       3.353236524349e-17 
 1666       5.025217598705e-11       2.295923659326e-12      -3.541276105178e-12       9.793678880832e-15       1.111276989977e-15       1.755070202052e-17       3.333553691053e-17 
 1667       5.026291303969e-11       2.283268762820e-12      -3.563805326895e-12       9.787167704715e-15       1.108851002729e-15       1.645188230298e-17       3.313649623180e-17 
 1668       5.027514357000e-11       2.270488937739e-12      -3.585562707358e-12       9.780700428708e-15       1.106431732258e-15       1.538030840529e-17       3.293515881512e-17 
 1669       5.028880308118e-11       2.257588532727e-12      -3.606538495172e-12       9.774276386777e-15       1.104019151122e-15       1.433642956634e-17       3.273143988754e-17 
 1670       5.030382674741e-11       2.244571918590e-12      -3.626722902591e-12       9.767894908844e-15       1.101613231592e-15       1.332069680299e-17       3.252525429488e-17 
 1671       5.032014941334e-11       2.231443488332e-12      -3.646106105472e-12       9.761555320775e-15       1.099213945654e-15       1.233356291260e-17       3.231651650109e-17 
 1672       5.033770559360e-11       2.218207657184e-12      -3.664678243224e-12       9.755256944377e-15       1.096821265005e-15       1.137548247543e-17       3.210514058775e-17 
 1673       5.035642947228e-11       2.204868862642e-12      -3.682429418761e-12       9.748999097390e-15       1.094435161055e-15       1.044691185718e-17       3.189104025347e-17 
 1674       5.037625490244e-11       2.191431564501e-12      -3.699349698449e-12       9.742781093481e-15       1.092055604928e-15       9.548309211406e-18       3.167412881336e-17 
