# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 20000, i.e. number of multipoles equal to 19999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 10646       1.690312788695e-14       2.057473683167e-16      -2.677680983301e-16       1.756649852634e-16       1.001535130043e-18       6.079220159540e-20       1.072418729257e-22 
 10647       1.680714569825e-14       2.057260402104e-16      -2.684987383451e-16       1.756363519596e-16       1.001125041800e-18       6.077255149576e-20       1.071952345891e-22 
 10648       1.671361078342e-14       2.057039636947e-16      -2.692093032309e-16       1.756074286285e-16       1.000715143606e-18       6.075288076202e-20       1.071486645746e-22 
 10649       1.662257880789e-14       2.056811195008e-16      -2.698992886241e-16       1.755782083990e-16       1.000305435356e-18       6.073318150034e-20       1.071021586464e-22 
 10650       1.653410547808e-14       2.056574883462e-16      -2.705681897885e-16       1.755486843948e-16       9.998959169454e-19       6.071344581096e-20       1.070557125657e-22 
 10651       1.644824654151e-14       2.056330509336e-16      -2.712155016156e-16       1.755188497346e-16       9.994865882688e-19       6.069366578819e-20       1.070093220904e-22 
 10652       1.636505778671e-14       2.056077879519e-16      -2.718407186241e-16       1.754886975321e-16       9.990774492216e-19       6.067383352041e-20       1.069629829750e-22 
 10653       1.628459504330e-14       2.055816800755e-16      -2.724433349600e-16       1.754582208957e-16       9.986684996983e-19       6.065394109007e-20       1.069166909711e-22 
 10654       1.620691418195e-14       2.055547079646e-16      -2.730228443966e-16       1.754274129290e-16       9.982597395938e-19       6.063398057370e-20       1.068704418270e-22 
 10655       1.613207111443e-14       2.055268522652e-16      -2.735787403341e-16       1.753962667304e-16       9.978511688023e-19       6.061394404189e-20       1.068242312875e-22 
 10656       1.606012179358e-14       2.054980936089e-16      -2.741105157999e-16       1.753647753930e-16       9.974427872182e-19       6.059382355928e-20       1.067780550947e-22 
 10657       1.599112221337e-14       2.054684126133e-16      -2.746176634482e-16       1.753329320053e-16       9.970345947354e-19       6.057361118459e-20       1.067319089870e-22 
 10658       1.592512840885e-14       2.054377898814e-16      -2.750996755600e-16       1.753007296502e-16       9.966265912479e-19       6.055329897061e-20       1.066857886999e-22 
 10659       1.586219645621e-14       2.054062060022e-16      -2.755560440432e-16       1.752681614058e-16       9.962187766493e-19       6.053287896418e-20       1.066396899655e-22 
 10660       1.580238247276e-14       2.053736415503e-16      -2.759862604323e-16       1.752352203452e-16       9.958111508331e-19       6.051234320620e-20       1.065936085129e-22 
 10661       1.574574261694e-14       2.053400770859e-16      -2.763898158882e-16       1.752018995362e-16       9.954037136927e-19       6.049168373164e-20       1.065475400677e-22 
 10662       1.569233308837e-14       2.053054931553e-16      -2.767662011985e-16       1.751681920416e-16       9.949964651212e-19       6.047089256950e-20       1.065014803525e-22 
 10663       1.564221012780e-14       2.052698702901e-16      -2.771149067772e-16       1.751340909191e-16       9.945894050115e-19       6.044996174288e-20       1.064554250866e-22 
 10664       1.559543001714e-14       2.052331890078e-16      -2.774354226644e-16       1.750995892213e-16       9.941825332566e-19       6.042888326890e-20       1.064093699861e-22 
 10665       1.555204907951e-14       2.051954298116e-16      -2.777272385267e-16       1.750646799957e-16       9.937758497488e-19       6.040764915874e-20       1.063633107638e-22 
 10666       1.551212367920e-14       2.051565731905e-16      -2.779898436566e-16       1.750293562848e-16       9.933693543808e-19       6.038625141765e-20       1.063172431295e-22 
 10667       1.547571022168e-14       2.051165996190e-16      -2.782227269728e-16       1.749936111259e-16       9.929630470447e-19       6.036468204490e-20       1.062711627894e-22 
 10668       1.544286515365e-14       2.050754895574e-16      -2.784253770199e-16       1.749574375512e-16       9.925569276325e-19       6.034293303383e-20       1.062250654470e-22 
 10669       1.541364496301e-14       2.050332234517e-16      -2.785972819684e-16       1.749208285879e-16       9.921509960362e-19       6.032099637183e-20       1.061789468020e-22 
 10670       1.538810617890e-14       2.049897817336e-16      -2.787379296146e-16       1.748837772581e-16       9.917452521474e-19       6.029886404033e-20       1.061328025514e-22 
 10671       1.536630537168e-14       2.049451448206e-16      -2.788468073805e-16       1.748462765786e-16       9.913396958576e-19       6.027652801479e-20       1.060866283886e-22 
 10672       1.534829915296e-14       2.048992931155e-16      -2.789234023137e-16       1.748083195614e-16       9.909343270583e-19       6.025398026475e-20       1.060404200039e-22 
 10673       1.533414417561e-14       2.048522070073e-16      -2.789672010873e-16       1.747698992131e-16       9.905291456404e-19       6.023121275375e-20       1.059941730845e-22 
 10674       1.532389713375e-14       2.048038668702e-16      -2.789776899999e-16       1.747310085355e-16       9.901241514950e-19       6.020821743941e-20       1.059478833141e-22 
 10675       1.531761476277e-14       2.047542530645e-16      -2.789543549754e-16       1.746916405250e-16       9.897193445129e-19       6.018498627336e-20       1.059015463734e-22 
 10676       1.531535383937e-14       2.047033459359e-16      -2.788966815631e-16       1.746517881731e-16       9.893147245847e-19       6.016151120129e-20       1.058551579399e-22 
 10677       1.531717118152e-14       2.046511258157e-16      -2.788041549373e-16       1.746114444662e-16       9.889102916007e-19       6.013778416290e-20       1.058087136877e-22 
 10678       1.532312364849e-14       2.045975730212e-16      -2.786762598974e-16       1.745706023855e-16       9.885060454513e-19       6.011379709195e-20       1.057622092877e-22 
 10679       1.533326814087e-14       2.045426678551e-16      -2.785124808681e-16       1.745292549070e-16       9.881019860264e-19       6.008954191623e-20       1.057156404076e-22 
 10680       1.534766160056e-14       2.044863906058e-16      -2.783123018986e-16       1.744873950018e-16       9.876981132160e-19       6.006501055755e-20       1.056690027120e-22 
 10681       1.536636101081e-14       2.044287215474e-16      -2.780752066633e-16       1.744450156358e-16       9.872944269097e-19       6.004019493176e-20       1.056222918621e-22 
 10682       1.538942339619e-14       2.043696409397e-16      -2.778006784611e-16       1.744021097697e-16       9.868909269971e-19       6.001508694873e-20       1.055755035159e-22 
 10683       1.541690582262e-14       2.043091290279e-16      -2.774882002157e-16       1.743586703593e-16       9.864876133674e-19       5.998967851239e-20       1.055286333282e-22 
 10684       1.544883469907e-14       2.042471761076e-16      -2.771375185790e-16       1.743146941312e-16       9.860844859140e-19       5.996396403193e-20       1.054816779785e-22 
 10685       1.548511363653e-14       2.041838127321e-16      -2.767494366381e-16       1.742701929166e-16       9.856815445475e-19       5.993794795953e-20       1.054346382564e-22 
 10686       1.552561546263e-14       2.041190795465e-16      -2.763250222958e-16       1.742251823333e-16       9.852787891822e-19       5.991163726300e-20       1.053875159804e-22 
 10687       1.557021290841e-14       2.040530172264e-16      -2.758653442663e-16       1.741796780110e-16       9.848762197325e-19       5.988503891544e-20       1.053403129706e-22 
 10688       1.561877860830e-14       2.039856664787e-16      -2.753714720752e-16       1.741336955912e-16       9.844738361125e-19       5.985815989530e-20       1.052930310482e-22 
 10689       1.567118510014e-14       2.039170680408e-16      -2.748444760596e-16       1.740872507273e-16       9.840716382363e-19       5.983100718631e-20       1.052456720360e-22 
 10690       1.572730482509e-14       2.038472626812e-16      -2.742854273687e-16       1.740403590844e-16       9.836696260177e-19       5.980358777753e-20       1.051982377581e-22 
 10691       1.578701012766e-14       2.037762911993e-16      -2.736953979634e-16       1.739930363396e-16       9.832677993704e-19       5.977590866332e-20       1.051507300398e-22 
 10692       1.585017325568e-14       2.037041944252e-16      -2.730754606170e-16       1.739452981819e-16       9.828661582079e-19       5.974797684336e-20       1.051031507082e-22 
 10693       1.591666636026e-14       2.036310132202e-16      -2.724266889150e-16       1.738971603121e-16       9.824647024435e-19       5.971979932267e-20       1.050555015914e-22 
 10694       1.598636149576e-14       2.035567884763e-16      -2.717501572556e-16       1.738486384429e-16       9.820634319904e-19       5.969138311154e-20       1.050077845191e-22 
 10695       1.605913061981e-14       2.034815611164e-16      -2.710469408497e-16       1.737997482988e-16       9.816623467617e-19       5.966273522563e-20       1.049600013223e-22 
 10696       1.613484559323e-14       2.034053720946e-16      -2.703181157214e-16       1.737505056163e-16       9.812614466702e-19       5.963386268588e-20       1.049121538335e-22 
 10697       1.621337818007e-14       2.033282623957e-16      -2.695647587075e-16       1.737009261438e-16       9.808607316286e-19       5.960477251857e-20       1.048642438863e-22 
 10698       1.629460004752e-14       2.032502730355e-16      -2.687879474585e-16       1.736510256413e-16       9.804602015494e-19       5.957547175530e-20       1.048162733161e-22 
 10699       1.637838276596e-14       2.031714450607e-16      -2.679887604383e-16       1.736008198810e-16       9.800598563450e-19       5.954596743300e-20       1.047682439593e-22 
 10700       1.646459780886e-14       2.030918195491e-16      -2.671682769245e-16       1.735503246469e-16       9.796596959277e-19       5.951626659392e-20       1.047201576539e-22 
 10701       1.655311655282e-14       2.030114376095e-16      -2.663275770087e-16       1.734995557349e-16       9.792597202093e-19       5.948637628562e-20       1.046720162394e-22 
 10702       1.664381027752e-14       2.029303403813e-16      -2.654677415965e-16       1.734485289527e-16       9.788599291019e-19       5.945630356102e-20       1.046238215563e-22 
 10703       1.673655016570e-14       2.028485690354e-16      -2.645898524078e-16       1.733972601199e-16       9.784603225171e-19       5.942605547835e-20       1.045755754468e-22 
 10704       1.683120730313e-14       2.027661647733e-16      -2.636949919770e-16       1.733457650682e-16       9.780609003664e-19       5.939563910116e-20       1.045272797545e-22 
 10705       1.692765267861e-14       2.026831688277e-16      -2.627842436532e-16       1.732940596410e-16       9.776616625613e-19       5.936506149835e-20       1.044789363243e-22 
 10706       1.702575718392e-14       2.025996224623e-16      -2.618586916004e-16       1.732421596937e-16       9.772626090129e-19       5.933432974416e-20       1.044305470024e-22 
 10707       1.712539161383e-14       2.025155669716e-16      -2.609194207975e-16       1.731900810935e-16       9.768637396324e-19       5.930345091813e-20       1.043821136364e-22 
 10708       1.722642666602e-14       2.024310436814e-16      -2.599675170389e-16       1.731378397197e-16       9.764650543305e-19       5.927243210516e-20       1.043336380756e-22 
 10709       1.732873294114e-14       2.023460939483e-16      -2.590040669341e-16       1.730854514633e-16       9.760665530181e-19       5.924128039548e-20       1.042851221703e-22 
 10710       1.743218094271e-14       2.022607591602e-16      -2.580301579085e-16       1.730329322274e-16       9.756682356056e-19       5.921000288468e-20       1.042365677724e-22 
 10711       1.753664107713e-14       2.021750807357e-16      -2.570468782032e-16       1.729802979269e-16       9.752701020036e-19       5.917860667364e-20       1.041879767352e-22 
 10712       1.764198365368e-14       2.020891001246e-16      -2.560553168754e-16       1.729275644886e-16       9.748721521221e-19       5.914709886862e-20       1.041393509132e-22 
 10713       1.774807888446e-14       2.020028588080e-16      -2.550565637983e-16       1.728747478514e-16       9.744743858713e-19       5.911548658122e-20       1.040906921626e-22 
 10714       1.785479688437e-14       2.019163982976e-16      -2.540517096617e-16       1.728218639660e-16       9.740768031610e-19       5.908377692835e-20       1.040420023406e-22 
 10715       1.796200767112e-14       2.018297601366e-16      -2.530418459719e-16       1.727689287950e-16       9.736794039011e-19       5.905197703231e-20       1.039932833062e-22 
 10716       1.806958116517e-14       2.017429858989e-16      -2.520280650519e-16       1.727159583130e-16       9.732821880010e-19       5.902009402070e-20       1.039445369195e-22 
 10717       1.817738718973e-14       2.016561171898e-16      -2.510114600418e-16       1.726629685065e-16       9.728851553702e-19       5.898813502651e-20       1.038957650422e-22 
 10718       1.828529547073e-14       2.015691956456e-16      -2.499931248987e-16       1.726099753739e-16       9.724883059179e-19       5.895610718803e-20       1.038469695371e-22 
 10719       1.839317563679e-14       2.014822629335e-16      -2.489741543972e-16       1.725569949257e-16       9.720916395532e-19       5.892401764895e-20       1.037981522688e-22 
 10720       1.850089721922e-14       2.013953607520e-16      -2.479556441292e-16       1.725040431842e-16       9.716951561850e-19       5.889187355826e-20       1.037493151030e-22 
 10721       1.860832965197e-14       2.013085308308e-16      -2.469386905047e-16       1.724511361837e-16       9.712988557220e-19       5.885968207035e-20       1.037004599068e-22 
 10722       1.871534227163e-14       2.012218149306e-16      -2.459243907513e-16       1.723982899705e-16       9.709027380728e-19       5.882745034492e-20       1.036515885489e-22 
 10723       1.882180861175e-14       2.011352537141e-16      -2.449138129776e-16       1.723455200802e-16       9.705068031445e-19       5.879518564982e-20       1.036027029330e-22 
 10724       1.892761929232e-14       2.010488833576e-16      -2.439079063177e-16       1.722928399704e-16       9.701110508380e-19       5.876289566949e-20       1.035538051005e-22 
 10725       1.903266914788e-14       2.009627389350e-16      -2.429075906643e-16       1.722402625859e-16       9.697154810530e-19       5.873058819692e-20       1.035048971279e-22 
 10726       1.913685293474e-14       2.008768555461e-16      -2.419137865945e-16       1.721878008812e-16       9.693200936886e-19       5.869827103091e-20       1.034559810934e-22 
 10727       1.924006533095e-14       2.007912683169e-16      -2.409274153703e-16       1.721354678204e-16       9.689248886441e-19       5.866595197608e-20       1.034070590768e-22 
 10728       1.934220093631e-14       2.007060123996e-16      -2.399493989387e-16       1.720832763772e-16       9.685298658185e-19       5.863363884290e-20       1.033581331592e-22 
 10729       1.944315427232e-14       2.006211229724e-16      -2.389806599317e-16       1.720312395350e-16       9.681350251105e-19       5.860133944762e-20       1.033092054237e-22 
 10730       1.954281978218e-14       2.005366352395e-16      -2.380221216667e-16       1.719793702868e-16       9.677403664188e-19       5.856906161233e-20       1.032602779544e-22 
 10731       1.964109183075e-14       2.004525844315e-16      -2.370747081462e-16       1.719276816352e-16       9.673458896419e-19       5.853681316494e-20       1.032113528374e-22 
 10732       1.973786470459e-14       2.003690058049e-16      -2.361393440588e-16       1.718761865925e-16       9.669515946780e-19       5.850460193921e-20       1.031624321601e-22 
 10733       1.983303261186e-14       2.002859346424e-16      -2.352169547783e-16       1.718248981805e-16       9.665574814253e-19       5.847243577470e-20       1.031135180116e-22 
 10734       1.992648968235e-14       2.002034062530e-16      -2.343084663647e-16       1.717738294309e-16       9.661635497816e-19       5.844032251681e-20       1.030646124824e-22 
 10735       2.001812996748e-14       2.001214559715e-16      -2.334148055641e-16       1.717229933847e-16       9.657697996449e-19       5.840827001676e-20       1.030157176647e-22 
 10736       2.010784744023e-14       2.000401191593e-16      -2.325368998087e-16       1.716724030928e-16       9.653762309126e-19       5.837628613162e-20       1.029668356521e-22 
 10737       2.019553599515e-14       1.999594312036e-16      -2.316756772171e-16       1.716220716156e-16       9.649828434822e-19       5.834437872427e-20       1.029179685400e-22 
 10738       2.028108944836e-14       1.998794275179e-16      -2.308320665943e-16       1.715720120234e-16       9.645896372511e-19       5.831255566344e-20       1.028691184250e-22 
 10739       2.036440153748e-14       1.998001435419e-16      -2.300069974323e-16       1.715222373958e-16       9.641966121161e-19       5.828082482369e-20       1.028202874056e-22 
 10740       2.044536592168e-14       1.997216147415e-16      -2.292013999098e-16       1.714727608223e-16       9.638037679744e-19       5.824919408543e-20       1.027714775815e-22 
 10741       2.052387618158e-14       1.996438766086e-16      -2.284162048924e-16       1.714235954020e-16       9.634111047225e-19       5.821767133488e-20       1.027226910543e-22 
 10742       2.059982581933e-14       1.995669646615e-16      -2.276523439330e-16       1.713747542436e-16       9.630186222571e-19       5.818626446412e-20       1.026739299270e-22 
 10743       2.067310825849e-14       1.994909144447e-16      -2.269107492719e-16       1.713262504655e-16       9.626263204746e-19       5.815498137108e-20       1.026251963041e-22 
 10744       2.074361684408e-14       1.994157615286e-16      -2.261923538367e-16       1.712780971958e-16       9.622341992712e-19       5.812382995950e-20       1.025764922917e-22 
 10745       2.081124484256e-14       1.993415415103e-16      -2.254980912429e-16       1.712303075721e-16       9.618422585430e-19       5.809281813899e-20       1.025278199975e-22 
 10746       2.087588544176e-14       1.992682900127e-16      -2.248288957936e-16       1.711828947419e-16       9.614504981857e-19       5.806195382500e-20       1.024791815308e-22 
 10747       2.093743175093e-14       1.991960426851e-16      -2.241857024799e-16       1.711358718623e-16       9.610589180952e-19       5.803124493882e-20       1.024305790022e-22 
 10748       2.099577680065e-14       1.991248352030e-16      -2.235694469812e-16       1.710892520999e-16       9.606675181670e-19       5.800069940759e-20       1.023820145241e-22 
 10749       2.105081354288e-14       1.990547032681e-16      -2.229810656650e-16       1.710430486312e-16       9.602762982963e-19       5.797032516431e-20       1.023334902105e-22 
 10750       2.110243485090e-14       1.989856826084e-16      -2.224214955873e-16       1.709972746423e-16       9.598852583785e-19       5.794013014781e-20       1.022850081766e-22 
 10751       2.115053351930e-14       1.989178089782e-16      -2.218916744928e-16       1.709519433289e-16       9.594943983084e-19       5.791012230279e-20       1.022365705397e-22 
 10752       2.119500226397e-14       1.988511181579e-16      -2.213925408149e-16       1.709070678964e-16       9.591037179811e-19       5.788030957979e-20       1.021881794182e-22 
 10753       2.123573372208e-14       1.987856459542e-16      -2.209250336759e-16       1.708626615601e-16       9.587132172910e-19       5.785069993522e-20       1.021398369321e-22 
 10754       2.127262045204e-14       1.987214282001e-16      -2.204900928872e-16       1.708187375446e-16       9.583228961327e-19       5.782130133132e-20       1.020915452033e-22 
 10755       2.130555493352e-14       1.986585007548e-16      -2.200886589496e-16       1.707753090845e-16       9.579327544006e-19       5.779212173621e-20       1.020433063550e-22 
 10756       2.133442956740e-14       1.985968995040e-16      -2.197216730530e-16       1.707323894240e-16       9.575427919888e-19       5.776316912387e-20       1.019951225118e-22 
 10757       2.135913667577e-14       1.985366603595e-16      -2.193900770771e-16       1.706899918169e-16       9.571530087912e-19       5.773445147411e-20       1.019469958003e-22 
 10758       2.137956850190e-14       1.984778192593e-16      -2.190948135913e-16       1.706481295268e-16       9.567634047017e-19       5.770597677265e-20       1.018989283482e-22 
 10759       2.139561721024e-14       1.984204121679e-16      -2.188368258549e-16       1.706068158270e-16       9.563739796138e-19       5.767775301102e-20       1.018509222852e-22 
 10760       2.140717488636e-14       1.983644750759e-16      -2.186170578171e-16       1.705660640005e-16       9.559847334211e-19       5.764978818666e-20       1.018029797421e-22 
 10761       2.141413353699e-14       1.983100440004e-16      -2.184364541175e-16       1.705258873398e-16       9.555956660168e-19       5.762209030284e-20       1.017551028516e-22 
 10762       2.141641757980e-14       1.982571444417e-16      -2.182956832981e-16       1.704862951534e-16       9.552067772964e-19       5.759466599730e-20       1.017072942202e-22 
 10763       2.141408136120e-14       1.982057597389e-16      -2.181943070280e-16       1.704472807774e-16       9.548180671648e-19       5.756751642594e-20       1.016595583463e-22 
 10764       2.140721177134e-14       1.981558626712e-16      -2.181316097477e-16       1.704088335471e-16       9.544295355292e-19       5.754064137349e-20       1.016119002041e-22 
 10765       2.139589576642e-14       1.981074259973e-16      -2.181068753533e-16       1.703709427900e-16       9.540411822964e-19       5.751404062446e-20       1.015643247714e-22 
 10766       2.138022036864e-14       1.980604224550e-16      -2.181193871970e-16       1.703335978253e-16       9.536530073734e-19       5.748771396308e-20       1.015168370297e-22 
 10767       2.136027266626e-14       1.980148247615e-16      -2.181684280863e-16       1.702967879640e-16       9.532650106667e-19       5.746166117336e-20       1.014694419643e-22 
 10768       2.133613981359e-14       1.979706056131e-16      -2.182532802847e-16       1.702605025093e-16       9.528771920829e-19       5.743588203905e-20       1.014221445641e-22 
 10769       2.130790903103e-14       1.979277376857e-16      -2.183732255107e-16       1.702247307558e-16       9.524895515281e-19       5.741037634364e-20       1.013749498217e-22 
 10770       2.127566760506e-14       1.978861936341e-16      -2.185275449384e-16       1.701894619906e-16       9.521020889087e-19       5.738514387039e-20       1.013278627332e-22 
 10771       2.123950288827e-14       1.978459460926e-16      -2.187155191968e-16       1.701546854920e-16       9.517148041306e-19       5.736018440231e-20       1.012808882986e-22 
 10772       2.119950229937e-14       1.978069676747e-16      -2.189364283702e-16       1.701203905308e-16       9.513276970995e-19       5.733549772215e-20       1.012340315214e-22 
 10773       2.115575332321e-14       1.977692309732e-16      -2.191895519976e-16       1.700865663693e-16       9.509407677212e-19       5.731108361241e-20       1.011872974089e-22 
 10774       2.110834351079e-14       1.977327085600e-16      -2.194741690730e-16       1.700532022616e-16       9.505540159012e-19       5.728694185537e-20       1.011406909721e-22 
 10775       2.105736047929e-14       1.976973729863e-16      -2.197895580447e-16       1.700202874541e-16       9.501674415447e-19       5.726307223302e-20       1.010942172256e-22 
 10776       2.100289191205e-14       1.976631967827e-16      -2.201349968160e-16       1.699878111847e-16       9.497810445570e-19       5.723947452714e-20       1.010478811876e-22 
 10777       2.094502555864e-14       1.976301524589e-16      -2.205097627442e-16       1.699557626831e-16       9.493948248431e-19       5.721614851923e-20       1.010016878802e-22 
 10778       2.088384923481e-14       1.975982125038e-16      -2.209131326410e-16       1.699241311713e-16       9.490087823078e-19       5.719309399056e-20       1.009556423290e-22 
 10779       2.081945082258e-14       1.975673493855e-16      -2.213443827724e-16       1.698929058628e-16       9.486229168558e-19       5.717031072214e-20       1.009097495632e-22 
 10780       2.075191827019e-14       1.975375355515e-16      -2.218027888582e-16       1.698620759630e-16       9.482372283916e-19       5.714779849474e-20       1.008640146161e-22 
 10781       2.068133959213e-14       1.975087434284e-16      -2.222876260723e-16       1.698316306693e-16       9.478517168195e-19       5.712555708888e-20       1.008184425242e-22 
 10782       2.060780286920e-14       1.974809454220e-16      -2.227981690421e-16       1.698015591708e-16       9.474663820438e-19       5.710358628483e-20       1.007730383279e-22 
 10783       2.053139624846e-14       1.974541139172e-16      -2.233336918489e-16       1.697718506486e-16       9.470812239684e-19       5.708188586260e-20       1.007278070714e-22 
 10784       2.045220794330e-14       1.974282212784e-16      -2.238934680274e-16       1.697424942756e-16       9.466962424972e-19       5.706045560196e-20       1.006827538023e-22 
 10785       2.037032623343e-14       1.974032398489e-16      -2.244767705656e-16       1.697134792165e-16       9.463114375340e-19       5.703929528245e-20       1.006378835721e-22 
 10786       2.028583946488e-14       1.973791419513e-16      -2.250828719048e-16       1.696847946279e-16       9.459268089823e-19       5.701840468332e-20       1.005932014360e-22 
 10787       2.019883605006e-14       1.973558998874e-16      -2.257110439397e-16       1.696564296582e-16       9.455423567453e-19       5.699778358360e-20       1.005487124528e-22 
 10788       2.010940446772e-14       1.973334859382e-16      -2.263605580175e-16       1.696283734477e-16       9.451580807264e-19       5.697743176207e-20       1.005044216849e-22 
 10789       2.001763326303e-14       1.973118723639e-16      -2.270306849387e-16       1.696006151285e-16       9.447739808285e-19       5.695734899724e-20       1.004603341986e-22 
 10790       1.992361104752e-14       1.972910314037e-16      -2.277206949563e-16       1.695731438247e-16       9.443900569546e-19       5.693753506739e-20       1.004164550638e-22 
 10791       1.982742649918e-14       1.972709352761e-16      -2.284298577761e-16       1.695459486520e-16       9.440063090073e-19       5.691798975055e-20       1.003727893540e-22 
 10792       1.972916836238e-14       1.972515561789e-16      -2.291574425562e-16       1.695190187180e-16       9.436227368893e-19       5.689871282448e-20       1.003293421466e-22 
 10793       1.962892544798e-14       1.972328662887e-16      -2.299027179073e-16       1.694923431224e-16       9.432393405028e-19       5.687970406671e-20       1.002861185225e-22 
 10794       1.952678663328e-14       1.972148377616e-16      -2.306649518920e-16       1.694659109562e-16       9.428561197501e-19       5.686096325452e-20       1.002431235663e-22 
 10795       1.942284086207e-14       1.971974427326e-16      -2.314434120253e-16       1.694397113029e-16       9.424730745332e-19       5.684249016493e-20       1.002003623664e-22 
 10796       1.931717714461e-14       1.971806533160e-16      -2.322373652742e-16       1.694137332372e-16       9.420902047541e-19       5.682428457472e-20       1.001578400149e-22 
 10797       1.920988455770e-14       1.971644416052e-16      -2.330460780573e-16       1.693879658260e-16       9.417075103145e-19       5.680634626040e-20       1.001155616076e-22 
 10798       1.910105224464e-14       1.971487796727e-16      -2.338688162451e-16       1.693623981280e-16       9.413249911159e-19       5.678867499826e-20       1.000735322438e-22 
 10799       1.899076941527e-14       1.971336395701e-16      -2.347048451597e-16       1.693370191937e-16       9.409426470597e-19       5.677127056432e-20       1.000317570267e-22 
 10800       1.887912534600e-14       1.971189933282e-16      -2.355534295746e-16       1.693118180652e-16       9.405604780472e-19       5.675413273435e-20       9.999024106321e-23 
 10801       1.876621767909e-14       1.971048100006e-16      -2.364137563917e-16       1.692867827512e-16       9.401784839832e-19       5.673725834397e-20       9.994898723313e-23 
 10802       1.865217733282e-14       1.970910467901e-16      -2.372847025565e-16       1.692618971478e-16       9.397966647882e-19       5.672063246450e-20       9.990798949393e-23 
 10803       1.853714362520e-14       1.970776579104e-16      -2.381650668277e-16       1.692371441133e-16       9.394150203861e-19       5.670423721515e-20       9.986723956699e-23 
 10804       1.842125597773e-14       1.970645975410e-16      -2.390536470712e-16       1.692125064931e-16       9.390335507008e-19       5.668805470179e-20       9.982672916745e-23 
 10805       1.830465391544e-14       1.970518198275e-16      -2.399492402598e-16       1.691879671201e-16       9.386522556561e-19       5.667206701697e-20       9.978645000427e-23 
 10806       1.818747706695e-14       1.970392788815e-16      -2.408506424731e-16       1.691635088142e-16       9.382711351754e-19       5.665625623993e-20       9.974639378018e-23 
 10807       1.806986516442e-14       1.970269287802e-16      -2.417566488976e-16       1.691391143827e-16       9.378901891824e-19       5.664060443656e-20       9.970655219168e-23 
 10808       1.795195804364e-14       1.970147235672e-16      -2.426660538257e-16       1.691147666200e-16       9.375094176002e-19       5.662509365942e-20       9.966691692908e-23 
 10809       1.783389564404e-14       1.970026172516e-16      -2.435776506565e-16       1.690904483080e-16       9.371288203521e-19       5.660970594775e-20       9.962747967643e-23 
 10810       1.771581800868e-14       1.969905638086e-16      -2.444902318947e-16       1.690661422156e-16       9.367483973609e-19       5.659442332744e-20       9.958823211159e-23 
 10811       1.759786528431e-14       1.969785171793e-16      -2.454025891510e-16       1.690418310990e-16       9.363681485496e-19       5.657922781103e-20       9.954916590619e-23 
 10812       1.748017772140e-14       1.969664312708e-16      -2.463135131416e-16       1.690174977017e-16       9.359880738408e-19       5.656410139775e-20       9.951027272561e-23 
 10813       1.736289567411e-14       1.969542599560e-16      -2.472217936880e-16       1.689931247542e-16       9.356081731572e-19       5.654902607343e-20       9.947154422904e-23 
 10814       1.724615960038e-14       1.969419570734e-16      -2.481262197171e-16       1.689686949746e-16       9.352284464210e-19       5.653398381060e-20       9.943297206942e-23 
 10815       1.713011006190e-14       1.969294764280e-16      -2.490255792604e-16       1.689441910680e-16       9.348488935546e-19       5.651895656841e-20       9.939454789346e-23 
 10816       1.701488772419e-14       1.969167717900e-16      -2.499186594544e-16       1.689195957267e-16       9.344695144801e-19       5.650392629264e-20       9.935626334165e-23 
 10817       1.690063335657e-14       1.969037968960e-16      -2.508042465400e-16       1.688948916302e-16       9.340903091195e-19       5.648887491575e-20       9.931811004824e-23 
 10818       1.678748783220e-14       1.968905054481e-16      -2.516811258626e-16       1.688700614453e-16       9.337112773944e-19       5.647378435681e-20       9.928007964125e-23 
 10819       1.667559212812e-14       1.968768511143e-16      -2.525480818715e-16       1.688450878261e-16       9.333324192267e-19       5.645863652152e-20       9.924216374246e-23 
 10820       1.656508732528e-14       1.968627875286e-16      -2.534038981201e-16       1.688199534138e-16       9.329537345378e-19       5.644341330222e-20       9.920435396741e-23 
 10821       1.645611460852e-14       1.968482682907e-16      -2.542473572654e-16       1.687946408366e-16       9.325752232491e-19       5.642809657788e-20       9.916664192542e-23 
 10822       1.634881526664e-14       1.968332469662e-16      -2.550772410679e-16       1.687691327103e-16       9.321968852818e-19       5.641266821409e-20       9.912901921954e-23 
 10823       1.624333069240e-14       1.968176770863e-16      -2.558923303915e-16       1.687434116377e-16       9.318187205569e-19       5.639711006306e-20       9.909147744662e-23 
 10824       1.613980238256e-14       1.968015121483e-16      -2.566914052032e-16       1.687174602087e-16       9.314407289955e-19       5.638140396362e-20       9.905400819723e-23 
 10825       1.603837193787e-14       1.967847056151e-16      -2.574732445727e-16       1.686912610006e-16       9.310629105182e-19       5.636553174123e-20       9.901660305571e-23 
 10826       1.593918106314e-14       1.967672109154e-16      -2.582366266725e-16       1.686647965778e-16       9.306852650458e-19       5.634947520793e-20       9.897925360016e-23 
