# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 20500, i.e. number of multipoles equal to 20499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 5734       4.543353301147e-15       7.785770698380e-17      -4.181718304979e-17       0.000000000000e+00       1.185713282077e-17       9.202359495364e-19       6.506504968410e-22 
 5735       4.535529622651e-15       7.769769001396e-17      -4.176991184722e-17       0.000000000000e+00       1.184933367721e-17       9.196781381458e-19       6.225441489886e-22 
 5736       4.527723420168e-15       7.753823222789e-17      -4.172591028761e-17       0.000000000000e+00       1.184154088070e-17       9.191200692004e-19       5.961995000317e-22 
 5737       4.519934684319e-15       7.737931026971e-17      -4.168508169758e-17       0.000000000000e+00       1.183375442529e-17       9.185617261524e-19       5.716310017777e-22 
 5738       4.512163405686e-15       7.722090075030e-17      -4.164732926535e-17       0.000000000000e+00       1.182597430503e-17       9.180030924306e-19       5.488531242450e-22 
 5739       4.504409574817e-15       7.706298024724e-17      -4.161255604069e-17       0.000000000000e+00       1.181820051394e-17       9.174441514408e-19       5.278803556701e-22 
 5740       4.496673182222e-15       7.690552530481e-17      -4.158066493481e-17       0.000000000000e+00       1.181043304602e-17       9.168848865654e-19       5.087272025161e-22 
 5741       4.488954218373e-15       7.674851243399e-17      -4.155155872032e-17       0.000000000000e+00       1.180267189525e-17       9.163252811638e-19       4.914081894793e-22 
 5742       4.481252673708e-15       7.659191811241e-17      -4.152514003120e-17       0.000000000000e+00       1.179491705558e-17       9.157653185722e-19       4.759378594978e-22 
 5743       4.473568538625e-15       7.643571878437e-17      -4.150131136269e-17       0.000000000000e+00       1.178716852096e-17       9.152049821033e-19       4.623307737586e-22 
 5744       4.465901803489e-15       7.627989086081e-17      -4.147997507127e-17       0.000000000000e+00       1.177942628531e-17       9.146442550467e-19       4.506015117054e-22 
 5745       4.458252458624e-15       7.612441071929e-17      -4.146103337457e-17       0.000000000000e+00       1.177169034252e-17       9.140831206689e-19       4.407646710463e-22 
 5746       4.450620494321e-15       7.596925470400e-17      -4.144438835132e-17       0.000000000000e+00       1.176396068647e-17       9.135215622130e-19       4.328348677614e-22 
 5747       4.443005900831e-15       7.581439912571e-17      -4.142994194130e-17       0.000000000000e+00       1.175623731101e-17       9.129595628988e-19       4.268267361103e-22 
 5748       4.435408668370e-15       7.565982026178e-17      -4.141759594527e-17       0.000000000000e+00       1.174852020999e-17       9.123971059229e-19       4.227549286402e-22 
 5749       4.427828787116e-15       7.550549435615e-17      -4.140725202489e-17       0.000000000000e+00       1.174080937722e-17       9.118341744584e-19       4.206341161931e-22 
 5750       4.420266247213e-15       7.535139761928e-17      -4.139881170270e-17       0.000000000000e+00       1.173310480649e-17       9.112707516555e-19       4.204789879136e-22 
 5751       4.412721038763e-15       7.519750622822e-17      -4.139217636202e-17       0.000000000000e+00       1.172540649157e-17       9.107068206407e-19       4.223042512565e-22 
 5752       4.405193151835e-15       7.504379632650e-17      -4.138724724692e-17       0.000000000000e+00       1.171771442623e-17       9.101423645175e-19       4.261246319947e-22 
 5753       4.397682576459e-15       7.489024402418e-17      -4.138392546212e-17       0.000000000000e+00       1.171002860418e-17       9.095773663657e-19       4.319548742265e-22 
 5754       4.390189302630e-15       7.473682539782e-17      -4.138211197300e-17       0.000000000000e+00       1.170234901915e-17       9.090118092421e-19       4.398097403834e-22 
 5755       4.382713320305e-15       7.458351649045e-17      -4.138170760544e-17       0.000000000000e+00       1.169467566483e-17       9.084456761800e-19       4.497040112380e-22 
 5756       4.375254619402e-15       7.443029331158e-17      -4.138261304586e-17       0.000000000000e+00       1.168700853488e-17       9.078789501892e-19       4.616524859112e-22 
 5757       4.367813189805e-15       7.427713183716e-17      -4.138472884107e-17       0.000000000000e+00       1.167934762296e-17       9.073116142565e-19       4.756699818801e-22 
 5758       4.360389021359e-15       7.412400800957e-17      -4.138795539828e-17       0.000000000000e+00       1.167169292269e-17       9.067436513450e-19       4.917713349857e-22 
 5759       4.352982103873e-15       7.397089773765e-17      -4.139219298500e-17       0.000000000000e+00       1.166404442769e-17       9.061750443944e-19       5.099713994403e-22 
 5760       4.345592427118e-15       7.381777689660e-17      -4.139734172899e-17       0.000000000000e+00       1.165640213153e-17       9.056057763213e-19       5.302850478356e-22 
 5761       4.338219980829e-15       7.366462132804e-17      -4.140330161820e-17       0.000000000000e+00       1.164876602780e-17       9.050358300185e-19       5.527271711499e-22 
 5762       4.330864754702e-15       7.351140683997e-17      -4.140997250070e-17       0.000000000000e+00       1.164113611003e-17       9.044651883557e-19       5.773126787559e-22 
 5763       4.323526738398e-15       7.335810920675e-17      -4.141725408464e-17       0.000000000000e+00       1.163351237174e-17       9.038938341789e-19       6.040564984284e-22 
 5764       4.316205921540e-15       7.320470416909e-17      -4.142504593817e-17       0.000000000000e+00       1.162589480645e-17       9.033217503109e-19       6.329735763520e-22 
 5765       4.308902293711e-15       7.305116743403e-17      -4.143324748937e-17       0.000000000000e+00       1.161828340764e-17       9.027489195508e-19       6.640788771286e-22 
 5766       4.301615844463e-15       7.289747467493e-17      -4.144175802624e-17       0.000000000000e+00       1.161067816877e-17       9.021753246746e-19       6.973873837852e-22 
 5767       4.294346563304e-15       7.274360153148e-17      -4.145047669656e-17       0.000000000000e+00       1.160307908328e-17       9.016009484344e-19       7.329140977815e-22 
 5768       4.287094439709e-15       7.258952360962e-17      -4.145930250790e-17       0.000000000000e+00       1.159548614459e-17       9.010257735590e-19       7.706740390173e-22 
 5769       4.279859463114e-15       7.243521648160e-17      -4.146813432754e-17       0.000000000000e+00       1.158789934611e-17       9.004497827539e-19       8.106822458408e-22 
 5770       4.272641593207e-15       7.228065888743e-17      -4.147687496256e-17       0.000000000000e+00       1.158031868138e-17       8.998729064871e-19       8.529331357878e-22 
 5771       4.265440670704e-15       7.212584234832e-17      -4.148544341168e-17       0.000000000000e+00       1.157274414463e-17       8.992948662042e-19       8.973385305547e-22 
 5772       4.258256506349e-15       7.197076157761e-17      -4.149376264444e-17       0.000000000000e+00       1.156517573022e-17       8.987153307154e-19       9.437894736198e-22 
 5773       4.251088910598e-15       7.181541128155e-17      -4.150175552382e-17       0.000000000000e+00       1.155761343252e-17       8.981339683724e-19       9.921768551402e-22 
 5774       4.243937693623e-15       7.165978615922e-17      -4.150934480616e-17       0.000000000000e+00       1.155005724585e-17       8.975504470690e-19       1.042391411885e-21 
 5775       4.236802665311e-15       7.150388090259e-17      -4.151645314112e-17       0.000000000000e+00       1.154250716453e-17       8.969644342402e-19       1.094323727168e-21 
 5776       4.229683635264e-15       7.134769019646e-17      -4.152300307167e-17       0.000000000000e+00       1.153496318286e-17       8.963755968622e-19       1.147864230782e-21 
 5777       4.222580412801e-15       7.119120871850e-17      -4.152891703399e-17       0.000000000000e+00       1.152742529510e-17       8.957836014524e-19       1.202903198931e-21 
 5778       4.215492806951e-15       7.103443113924e-17      -4.153411735746e-17       0.000000000000e+00       1.151989349552e-17       8.951881140690e-19       1.259330754164e-21 
 5779       4.208420626462e-15       7.087735212205e-17      -4.153852626463e-17       0.000000000000e+00       1.151236777835e-17       8.945888003108e-19       1.317036865310e-21 
 5780       4.201363679794e-15       7.071996632314e-17      -4.154206587110e-17       0.000000000000e+00       1.150484813781e-17       8.939853253172e-19       1.375911347407e-21 
 5781       4.194321775121e-15       7.056226839158e-17      -4.154465818557e-17       0.000000000000e+00       1.149733456809e-17       8.933773537677e-19       1.435843861639e-21 
 5782       4.187294720334e-15       7.040425296925e-17      -4.154622510971e-17       0.000000000000e+00       1.148982706337e-17       8.927645498818e-19       1.496723915268e-21 
 5783       4.180282323034e-15       7.024591469091e-17      -4.154668843818e-17       0.000000000000e+00       1.148232561782e-17       8.921465774191e-19       1.558440861569e-21 
 5784       4.173284390539e-15       7.008724818411e-17      -4.154596985853e-17       0.000000000000e+00       1.147483022556e-17       8.915230996787e-19       1.620883899758e-21 
 5785       4.166300729881e-15       6.992824806926e-17      -4.154399095119e-17       0.000000000000e+00       1.146734088072e-17       8.908937794992e-19       1.683942074932e-21 
 5786       4.159331147802e-15       6.976890895960e-17      -4.154067318942e-17       0.000000000000e+00       1.145985757740e-17       8.902582792584e-19       1.747504277998e-21 
 5787       4.152375450761e-15       6.960922546116e-17      -4.153593793924e-17       0.000000000000e+00       1.145238030968e-17       8.896162608733e-19       1.811459245608e-21 
 5788       4.145433444930e-15       6.944919217283e-17      -4.152970645940e-17       0.000000000000e+00       1.144490907161e-17       8.889673857997e-19       1.875695560091e-21 
 5789       4.138504936193e-15       6.928880368629e-17      -4.152189990135e-17       0.000000000000e+00       1.143744385724e-17       8.883113150320e-19       1.940101649387e-21 
 5790       4.131589730148e-15       6.912805458607e-17      -4.151243930916e-17       0.000000000000e+00       1.142998466059e-17       8.876477091031e-19       2.004565786982e-21 
 5791       4.124687632105e-15       6.896693944947e-17      -4.150124561951e-17       0.000000000000e+00       1.142253147565e-17       8.869762280844e-19       2.068976091837e-21 
 5792       4.117798447089e-15       6.880545284663e-17      -4.148823966160e-17       0.000000000000e+00       1.141508429642e-17       8.862965315850e-19       2.133220528325e-21 
 5793       4.110921979836e-15       6.864358934048e-17      -4.147334215715e-17       0.000000000000e+00       1.140764311684e-17       8.856082787521e-19       2.197186906165e-21 
 5794       4.104058034794e-15       6.848134348677e-17      -4.145647372032e-17       0.000000000000e+00       1.140020793088e-17       8.849111282705e-19       2.260762880349e-21 
 5795       4.097206416126e-15       6.831870983403e-17      -4.143755485769e-17       0.000000000000e+00       1.139277873243e-17       8.842047383627e-19       2.323835951083e-21 
 5796       4.090366927706e-15       6.815568292360e-17      -4.141650596819e-17       0.000000000000e+00       1.138535551542e-17       8.834887667881e-19       2.386293463717e-21 
 5797       4.083539373120e-15       6.799225728961e-17      -4.139324734308e-17       0.000000000000e+00       1.137793827372e-17       8.827628708435e-19       2.448022608677e-21 
 5798       4.076723555665e-15       6.782842745898e-17      -4.136769916585e-17       0.000000000000e+00       1.137052700119e-17       8.820267073624e-19       2.508910421399e-21 
 5799       4.069919278353e-15       6.766418795143e-17      -4.133978151227e-17       0.000000000000e+00       1.136312169169e-17       8.812799327151e-19       2.568843782264e-21 
 5800       4.063126343906e-15       6.749953327943e-17      -4.130941435023e-17       0.000000000000e+00       1.135572233902e-17       8.805222028083e-19       2.627709416529e-21 
 5801       4.056344554758e-15       6.733445794827e-17      -4.127651753979e-17       0.000000000000e+00       1.134832893700e-17       8.797531730851e-19       2.685393894262e-21 
 5802       4.049573713055e-15       6.716895645601e-17      -4.124101083307e-17       0.000000000000e+00       1.134094147941e-17       8.789724985245e-19       2.741783630274e-21 
 5803       4.042813620653e-15       6.700302329347e-17      -4.120281387425e-17       0.000000000000e+00       1.133355996002e-17       8.781798336417e-19       2.796764884054e-21 
 5804       4.036064079121e-15       6.683665294425e-17      -4.116184619947e-17       0.000000000000e+00       1.132618437257e-17       8.773748324872e-19       2.850223759699e-21 
 5805       4.029324889740e-15       6.666983988473e-17      -4.111802723685e-17       0.000000000000e+00       1.131881471078e-17       8.765571486474e-19       2.902046205851e-21 
 5806       4.022595853499e-15       6.650257858405e-17      -4.107127630639e-17       0.000000000000e+00       1.131145096836e-17       8.757264352437e-19       2.952118015629e-21 
 5807       4.015876771101e-15       6.633486350409e-17      -4.102151261995e-17       0.000000000000e+00       1.130409313899e-17       8.748823449328e-19       3.000324826560e-21 
 5808       4.009167442958e-15       6.616668909953e-17      -4.096865528119e-17       0.000000000000e+00       1.129674121635e-17       8.740245299061e-19       3.046552120516e-21 
 5809       4.002467668684e-15       6.599805219690e-17      -4.091263275040e-17       0.000000000000e+00       1.128939519429e-17       8.731528645668e-19       3.090708441117e-21 
 5810       3.995777245556e-15       6.582895913853e-17      -4.085341126514e-17       0.000000000000e+00       1.128205506760e-17       8.722681141735e-19       3.132795110030e-21 
 5811       3.989095970048e-15       6.565941865661e-17      -4.079096649121e-17       0.000000000000e+00       1.127472083122e-17       8.713712678832e-19       3.172836686436e-21 
 5812       3.982423638341e-15       6.548943949578e-17      -4.072527406429e-17       0.000000000000e+00       1.126739248013e-17       8.704633162280e-19       3.210857765553e-21 
 5813       3.975760046320e-15       6.531903041309e-17      -4.065630958992e-17       0.000000000000e+00       1.126007000924e-17       8.695452511157e-19       3.246882978655e-21 
 5814       3.969104989579e-15       6.514820017803e-17      -4.058404864349e-17       0.000000000000e+00       1.125275341348e-17       8.686180658307e-19       3.280936993084e-21 
 5815       3.962458263414e-15       6.497695757252e-17      -4.050846677025e-17       0.000000000000e+00       1.124544268775e-17       8.676827550343e-19       3.313044512272e-21 
 5816       3.955819662829e-15       6.480531139090e-17      -4.042953948526e-17       0.000000000000e+00       1.123813782692e-17       8.667403147652e-19       3.343230275749e-21 
 5817       3.949188982533e-15       6.463327044000e-17      -4.034724227341e-17       0.000000000000e+00       1.123083882587e-17       8.657917424407e-19       3.371519059166e-21 
 5818       3.942566016940e-15       6.446084353905e-17      -4.026155058937e-17       0.000000000000e+00       1.122354567942e-17       8.648380368564e-19       3.397935674305e-21 
 5819       3.935950560170e-15       6.428803951977e-17      -4.017243985763e-17       0.000000000000e+00       1.121625838242e-17       8.638801981875e-19       3.422504969101e-21 
 5820       3.929342406047e-15       6.411486722633e-17      -4.007988547245e-17       0.000000000000e+00       1.120897692966e-17       8.629192279892e-19       3.445251827651e-21 
 5821       3.922741348101e-15       6.394133551537e-17      -3.998386279783e-17       0.000000000000e+00       1.120170131594e-17       8.619561291971e-19       3.466201170234e-21 
 5822       3.916147179567e-15       6.376745325600e-17      -3.988434716757e-17       0.000000000000e+00       1.119443153603e-17       8.609919061280e-19       3.485377953328e-21 
 5823       3.909559693382e-15       6.359322932981e-17      -3.978131388518e-17       0.000000000000e+00       1.118716758468e-17       8.600275644804e-19       3.502807169621e-21 
 5824       3.902978682192e-15       6.341867263087e-17      -3.967473822389e-17       0.000000000000e+00       1.117990945662e-17       8.590641113353e-19       3.518513848031e-21 
 5825       3.896403938345e-15       6.324379206575e-17      -3.956459542668e-17       0.000000000000e+00       1.117265714659e-17       8.581025551563e-19       3.532523053720e-21 
 5826       3.889835253892e-15       6.306859655350e-17      -3.945086070621e-17       0.000000000000e+00       1.116541064927e-17       8.571439057908e-19       3.544859888111e-21 
 5827       3.883272420591e-15       6.289309502567e-17      -3.933350924483e-17       0.000000000000e+00       1.115816995934e-17       8.561891744702e-19       3.555549488903e-21 
 5828       3.876715229902e-15       6.271729642632e-17      -3.921251619459e-17       0.000000000000e+00       1.115093507148e-17       8.552393738105e-19       3.564617030086e-21 
 5829       3.870163472990e-15       6.254120971203e-17      -3.908785667717e-17       0.000000000000e+00       1.114370598032e-17       8.542955178133e-19       3.572087721959e-21 
 5830       3.863616940725e-15       6.236484385187e-17      -3.895950578394e-17       0.000000000000e+00       1.113648268049e-17       8.533586218657e-19       3.577986811143e-21 
 5831       3.857075423677e-15       6.218820782745e-17      -3.882743857590e-17       0.000000000000e+00       1.112926516660e-17       8.524297027415e-19       3.582339580599e-21 
 5832       3.850538712123e-15       6.201131063291e-17      -3.869163008367e-17       0.000000000000e+00       1.112205343325e-17       8.515097786016e-19       3.585171349645e-21 
 5833       3.844006596042e-15       6.183416127491e-17      -3.855205530749e-17       0.000000000000e+00       1.111484747499e-17       8.505998689944e-19       3.586507473967e-21 
 5834       3.837478865116e-15       6.165676877264e-17      -3.840868921721e-17       0.000000000000e+00       1.110764728640e-17       8.497009948567e-19       3.586373345640e-21 
 5835       3.830955308732e-15       6.147914215786e-17      -3.826150675226e-17       0.000000000000e+00       1.110045286199e-17       8.488141785142e-19       3.584794393141e-21 
 5836       3.824435715978e-15       6.130129047485e-17      -3.811048282167e-17       0.000000000000e+00       1.109326419629e-17       8.479404436819e-19       3.581796081366e-21 
 5837       3.817919875646e-15       6.112322278047e-17      -3.795559230402e-17       0.000000000000e+00       1.108608128381e-17       8.470808154649e-19       3.577403911644e-21 
 5838       3.811407576230e-15       6.094494814410e-17      -3.779681004744e-17       0.000000000000e+00       1.107890411901e-17       8.462363203590e-19       3.571643421755e-21 
 5839       3.804898605927e-15       6.076647564773e-17      -3.763411086961e-17       0.000000000000e+00       1.107173269637e-17       8.454079862511e-19       3.564540185945e-21 
 5840       3.798392752638e-15       6.058781438589e-17      -3.746746955775e-17       0.000000000000e+00       1.106456701033e-17       8.445968424199e-19       3.556119814942e-21 
 5841       3.791889803964e-15       6.040897346568e-17      -3.729686086857e-17       0.000000000000e+00       1.105740705531e-17       8.438039195369e-19       3.546407955972e-21 
 5842       3.785389547209e-15       6.022996200681e-17      -3.712225952830e-17       0.000000000000e+00       1.105025282572e-17       8.430302496660e-19       3.535430292773e-21 
 5843       3.778891769380e-15       6.005078914154e-17      -3.694364023267e-17       0.000000000000e+00       1.104310431596e-17       8.422768662652e-19       3.523212545613e-21 
 5844       3.772396257185e-15       5.987146401475e-17      -3.676097764687e-17       0.000000000000e+00       1.103596152038e-17       8.415448041864e-19       3.509780471305e-21 
 5845       3.765902797035e-15       5.969199578391e-17      -3.657424640557e-17       0.000000000000e+00       1.102882443336e-17       8.408350996765e-19       3.495159863223e-21 
 5846       3.759411175042e-15       5.951239361908e-17      -3.638342111290e-17       0.000000000000e+00       1.102169304921e-17       8.401487903776e-19       3.479376551319e-21 
 5847       3.752921177020e-15       5.933266670294e-17      -3.618847634241e-17       0.000000000000e+00       1.101456736226e-17       8.394869153279e-19       3.462456402135e-21 
 5848       3.746432612124e-15       5.915282509163e-17      -3.598939695387e-17       0.000000000000e+00       1.100744736689e-17       8.388501403257e-19       3.444426378547e-21 
 5849       3.739945383833e-15       5.897288229978e-17      -3.578620907178e-17       0.000000000000e+00       1.100033305777e-17       8.382376329959e-19       3.425317721853e-21 
 5850       3.733459419144e-15       5.879285272194e-17      -3.557894918446e-17       0.000000000000e+00       1.099322442966e-17       8.376481849053e-19       3.405162777689e-21 
 5851       3.726974644953e-15       5.861275077241e-17      -3.536765383436e-17       0.000000000000e+00       1.098612147726e-17       8.370805859423e-19       3.383993937049e-21 
 5852       3.720490988046e-15       5.843259088517e-17      -3.515235961807e-17       0.000000000000e+00       1.097902419530e-17       8.365336243161e-19       3.361843636309e-21 
 5853       3.714008375109e-15       5.825238751391e-17      -3.493310318634e-17       0.000000000000e+00       1.097193257846e-17       8.360060865561e-19       3.338744357241e-21 
 5854       3.707526732719e-15       5.807215513205e-17      -3.470992124412e-17       0.000000000000e+00       1.096484662142e-17       8.354967575107e-19       3.314728627035e-21 
 5855       3.701045987351e-15       5.789190823276e-17      -3.448285055058e-17       0.000000000000e+00       1.095776631882e-17       8.350044203474e-19       3.289829018319e-21 
 5856       3.694566065374e-15       5.771166132893e-17      -3.425192791914e-17       0.000000000000e+00       1.095069166531e-17       8.345278565511e-19       3.264078149177e-21 
 5857       3.688086893051e-15       5.753142895320e-17      -3.401719021745e-17       0.000000000000e+00       1.094362265550e-17       8.340658459244e-19       3.237508683170e-21 
 5858       3.681608396543e-15       5.735122565799e-17      -3.377867436749e-17       0.000000000000e+00       1.093655928400e-17       8.336171665860e-19       3.210153329356e-21 
 5859       3.675130501902e-15       5.717106601546e-17      -3.353641734552e-17       0.000000000000e+00       1.092950154538e-17       8.331805949705e-19       3.182044842306e-21 
 5860       3.668653135078e-15       5.699096461756e-17      -3.329045618215e-17       0.000000000000e+00       1.092244943422e-17       8.327549058276e-19       3.153216022129e-21 
 5861       3.662176221914e-15       5.681093607601e-17      -3.304082796235e-17       0.000000000000e+00       1.091540294506e-17       8.323388722211e-19       3.123699714486e-21 
 5862       3.655699688147e-15       5.663099502234e-17      -3.278756982547e-17       0.000000000000e+00       1.090836207242e-17       8.319312655286e-19       3.093528810614e-21 
 5863       3.649223459412e-15       5.645115610787e-17      -3.253071896526e-17       0.000000000000e+00       1.090132681083e-17       8.315308554405e-19       3.062736247343e-21 
 5864       3.642747461236e-15       5.627143400372e-17      -3.227031262992e-17       0.000000000000e+00       1.089429715478e-17       8.311364099592e-19       3.031355007116e-21 
 5865       3.636271619041e-15       5.609184340084e-17      -3.200638812208e-17       0.000000000000e+00       1.088727309874e-17       8.307466953987e-19       2.999418118009e-21 
 5866       3.629795858144e-15       5.591239901000e-17      -3.173898279886e-17       0.000000000000e+00       1.088025463717e-17       8.303604763838e-19       2.966958653750e-21 
 5867       3.623320103757e-15       5.573311556180e-17      -3.146813407188e-17       0.000000000000e+00       1.087324176451e-17       8.299765158489e-19       2.934009733739e-21 
 5868       3.616844280984e-15       5.555400780669e-17      -3.119387940728e-17       0.000000000000e+00       1.086623447519e-17       8.295935750380e-19       2.900604523068e-21 
 5869       3.610368314828e-15       5.537509051497e-17      -3.091625632576e-17       0.000000000000e+00       1.085923276361e-17       8.292104135036e-19       2.866776232539e-21 
 5870       3.603892130181e-15       5.519637847679e-17      -3.063530240259e-17       0.000000000000e+00       1.085223662415e-17       8.288257891059e-19       2.832558118686e-21 
 5871       3.597415651835e-15       5.501788650218e-17      -3.035105526763e-17       0.000000000000e+00       1.084524605119e-17       8.284384580123e-19       2.797983483790e-21 
 5872       3.590938804470e-15       5.483962942102e-17      -3.006355260536e-17       0.000000000000e+00       1.083826103907e-17       8.280471746965e-19       2.763085675905e-21 
 5873       3.584461512667e-15       5.466162208310e-17      -2.977283215491e-17       0.000000000000e+00       1.083128158213e-17       8.276506919379e-19       2.727898088872e-21 
 5874       3.577983700896e-15       5.448387935811e-17      -2.947893171007e-17       0.000000000000e+00       1.082430767469e-17       8.272477608208e-19       2.692454162340e-21 
 5875       3.571505293523e-15       5.430641613560e-17      -2.918188911933e-17       0.000000000000e+00       1.081733931103e-17       8.268371307339e-19       2.656787381790e-21 
 5876       3.565026214808e-15       5.412924732507e-17      -2.888174228589e-17       0.000000000000e+00       1.081037648545e-17       8.264175493691e-19       2.620931278546e-21 
 5877       3.558546388906e-15       5.395238785592e-17      -2.857852916769e-17       0.000000000000e+00       1.080341919220e-17       8.259877627213e-19       2.584919429801e-21 
 5878       3.552065739865e-15       5.377585267748e-17      -2.827228777742e-17       0.000000000000e+00       1.079646742552e-17       8.255465150873e-19       2.548785458637e-21 
 5879       3.545584191628e-15       5.359965675900e-17      -2.796305618259e-17       0.000000000000e+00       1.078952117965e-17       8.250925490653e-19       2.512563034039e-21 
 5880       3.539101668029e-15       5.342381508971e-17      -2.765087250548e-17       0.000000000000e+00       1.078258044878e-17       8.246246055542e-19       2.476285870919e-21 
 5881       3.532618092800e-15       5.324834267874e-17      -2.733577492322e-17       0.000000000000e+00       1.077564522712e-17       8.241414237527e-19       2.439987730136e-21 
 5882       3.526133389564e-15       5.307325455523e-17      -2.701780166781e-17       0.000000000000e+00       1.076871550882e-17       8.236417411587e-19       2.403702418512e-21 
 5883       3.519647481840e-15       5.289856576824e-17      -2.669699102611e-17       0.000000000000e+00       1.076179128804e-17       8.231242935684e-19       2.367463788854e-21 
 5884       3.513160293037e-15       5.272429138686e-17      -2.637338133990e-17       0.000000000000e+00       1.075487255892e-17       8.225878150760e-19       2.331305739973e-21 
 5885       3.506671746463e-15       5.255044650012e-17      -2.604701100588e-17       0.000000000000e+00       1.074795931557e-17       8.220310380725e-19       2.295262216704e-21 
 5886       3.500181765314e-15       5.237704621706e-17      -2.571791847570e-17       0.000000000000e+00       1.074105155210e-17       8.214526932452e-19       2.259367209925e-21 
 5887       3.493690299955e-15       5.220410480874e-17      -2.538614644047e-17       0.000000000000e+00       1.073414926278e-17       8.208518788744e-19       2.223652784462e-21 
 5888       3.487197409797e-15       5.203163313197e-17      -2.505175439560e-17       0.000000000000e+00       1.072725244263e-17       8.202291697277e-19       2.188143157403e-21 
 5889       3.480703181618e-15       5.185964119918e-17      -2.471480610728e-17       0.000000000000e+00       1.072036108687e-17       8.195855109252e-19       2.152860605081e-21 
 5890       3.474207702314e-15       5.168813903583e-17      -2.437536543086e-17       0.000000000000e+00       1.071347519068e-17       8.189218488929e-19       2.117827433859e-21 
 5891       3.467711058895e-15       5.151713668040e-17      -2.403349631096e-17       0.000000000000e+00       1.070659474924e-17       8.182391313639e-19       2.083065980148e-21 
 5892       3.461213338489e-15       5.134664418443e-17      -2.368926278142e-17       0.000000000000e+00       1.069971975770e-17       8.175383073786e-19       2.048598610414e-21 
 5893       3.454714628339e-15       5.117667161249e-17      -2.334272896541e-17       0.000000000000e+00       1.069285021121e-17       8.168203272853e-19       2.014447721193e-21 
 5894       3.448215015804e-15       5.100722904219e-17      -2.299395907542e-17       0.000000000000e+00       1.068598610488e-17       8.160861427409e-19       1.980635739105e-21 
 5895       3.441714588360e-15       5.083832656422e-17      -2.264301741333e-17       0.000000000000e+00       1.067912743382e-17       8.153367067114e-19       1.947185120865e-21 
 5896       3.435213433598e-15       5.066997428230e-17      -2.228996837042e-17       0.000000000000e+00       1.067227419313e-17       8.145729734722e-19       1.914118353295e-21 
 5897       3.428711639228e-15       5.050218231325e-17      -2.193487642744e-17       0.000000000000e+00       1.066542637788e-17       8.137958986092e-19       1.881457953342e-21 
 5898       3.422209293072e-15       5.033496078692e-17      -2.157780615461e-17       0.000000000000e+00       1.065858398313e-17       8.130064390188e-19       1.849226468081e-21 
 5899       3.415706483072e-15       5.016831984627e-17      -2.121882221171e-17       0.000000000000e+00       1.065174700390e-17       8.122055529088e-19       1.817446474738e-21 
 5900       3.409203297286e-15       5.000226964733e-17      -2.085798934806e-17       0.000000000000e+00       1.064491543524e-17       8.113941997989e-19       1.786140580696e-21 
 5901       3.402699823886e-15       4.983682035921e-17      -2.049537240260e-17       0.000000000000e+00       1.063808927215e-17       8.105733405210e-19       1.755331423510e-21 
 5902       3.396196151165e-15       4.967198216413e-17      -2.013103630391e-17       0.000000000000e+00       1.063126850961e-17       8.097439372203e-19       1.725041670920e-21 
 5903       3.389692367527e-15       4.950776525738e-17      -1.976504607025e-17       0.000000000000e+00       1.062445314261e-17       8.089069533552e-19       1.695294020862e-21 
 5904       3.383188561498e-15       4.934417984739e-17      -1.939746680960e-17       0.000000000000e+00       1.061764316609e-17       8.080633536984e-19       1.666111201484e-21 
 5905       3.376684821717e-15       4.918123615567e-17      -1.902836371971e-17       0.000000000000e+00       1.061083857501e-17       8.072141043371e-19       1.637515971155e-21 
 5906       3.370181236941e-15       4.901894441685e-17      -1.865780208812e-17       0.000000000000e+00       1.060403936428e-17       8.063601726738e-19       1.609531118481e-21 
 5907       3.363677896045e-15       4.885731487868e-17      -1.828584729219e-17       0.000000000000e+00       1.059724552882e-17       8.055025274268e-19       1.582179462313e-21 
 5908       3.357174888018e-15       4.869635780206e-17      -1.791256479918e-17       0.000000000000e+00       1.059045706351e-17       8.046421386307e-19       1.555483851767e-21 
 5909       3.350672301969e-15       4.853608346098e-17      -1.753802016625e-17       0.000000000000e+00       1.058367396322e-17       8.037799776367e-19       1.529467166229e-21 
 5910       3.344170227121e-15       4.837650214259e-17      -1.716227904051e-17       0.000000000000e+00       1.057689622282e-17       8.029170171139e-19       1.504152315373e-21 
 5911       3.337668752817e-15       4.821762414718e-17      -1.678540715905e-17       0.000000000000e+00       1.057012383715e-17       8.020542310490e-19       1.479562239171e-21 
 5912       3.331167968515e-15       4.805945978818e-17      -1.640747034900e-17       0.000000000000e+00       1.056335680103e-17       8.011925947474e-19       1.455719907909e-21 
 5913       3.324667963790e-15       4.790201939218e-17      -1.602853452754e-17       0.000000000000e+00       1.055659510927e-17       8.003330848336e-19       1.432648322193e-21 
 5914       3.318168828336e-15       4.774531329893e-17      -1.564866570197e-17       0.000000000000e+00       1.054983875665e-17       7.994766792518e-19       1.410370512971e-21 
