# Table of selected background quantitites
# All densities are mutiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_lambda         13:(.)rho_ur             14:(.)rho_crit           15:gr.fac. D             16:gr.fac. f          
       1.579660908147e+08       3.029039645535e-14       2.934092033684e-03       5.383844183949e+10       1.417899540217e+04       8.975974045625e-05       2.239800489539e+12       1.693997020622e-03       1.713304541586e+21       9.736507197717e+15       5.276134305790e+16       3.426601706359e-08       1.185210780268e+21       2.898577819704e+21       2.152214734803e-06       1.999984906845e+00 
       1.568680146636e+08       3.071594470593e-14       2.954630566819e-03       5.309254865809e+10       1.417899538163e+04       9.038805853222e-05       2.224230869620e+12       1.705854923124e-03       1.666159921011e+21       9.534870023214e+15       5.166868755823e+16       3.426601706359e-08       1.152597598443e+21       2.818818723011e+21       2.182450970177e-06       1.999984801195e+00 
       1.557775716139e+08       3.114747145154e-14       2.975312869239e-03       5.235698932176e+10       1.417899536095e+04       9.102077483322e-05       2.208769479432e+12       1.717795829866e-03       1.620312568479e+21       9.337408632574e+15       5.059866029273e+16       3.426601706359e-08       1.120881826291e+21       2.741254330839e+21       2.213111989569e-06       1.999984694805e+00 
       1.546947086052e+08       3.158506068338e-14       2.996139945026e-03       5.163162066188e+10       1.417899534012e+04       9.165792014680e-05       2.193415566634e+12       1.729820321863e-03       1.575726787354e+21       9.144036547842e+15       4.955079264439e+16       3.426601706359e-08       1.090038769990e+21       2.665824252172e+21       2.244203760668e-06       1.999984587671e+00 
       1.536193729461e+08       3.202879757262e-14       3.017112809175e-03       5.091630149334e+10       1.417899531915e+04       9.229952547603e-05       2.178168384113e+12       1.741928984198e-03       1.532367863255e+21       8.954669081967e+15       4.852462570093e+16       3.426601706359e-08       1.060044415212e+21       2.592469757761e+21       2.275732335001e-06       1.999984479786e+00 
       1.525515123115e+08       3.247876848698e-14       3.038232482140e-03       5.021089258706e+10       1.417899529803e+04       9.294562204098e-05       2.163027189952e+12       1.754122406045e-03       1.490202037030e+21       8.769223301716e+15       4.751971005389e+16       3.426601706359e-08       1.030875408426e+21       2.521133734390e+21       2.307703849108e-06       1.999984371147e+00 
       1.514910747399e+08       3.293506100755e-14       3.059499991650e-03       4.951525664289e+10       1.417899527676e+04       9.359624128030e-05       2.147991247388e+12       1.766401180708e-03       1.449196478472e+21       8.587617991355e+15       4.653560560180e+16       3.426601706359e-08       1.002509038715e+21       2.451760640411e+21       2.340124525741e-06       1.999984261747e+00 
       1.504380086311e+08       3.339776394584e-14       3.080916370891e-03       4.882925826287e+10       1.417899525535e+04       9.425141485268e-05       2.133059824783e+12       1.778765905638e-03       1.409319260753e+21       8.409773617076e+15       4.557188135740e+16       3.426601706359e-08       9.749232200936e+20       2.384296462502e+21       2.373000675073e-06       1.999984151581e+00 
       1.493922627434e+08       3.386696736105e-14       3.102482662143e-03       4.815276392491e+10       1.417899523378e+04       9.491117463843e-05       2.118232195582e+12       1.791217182472e-03       1.370539335570e+21       8.235612292170e+15       4.462811525892e+16       3.426601706359e-08       9.480964743106e+20       2.318688673608e+21       2.406338695926e-06       1.999984040644e+00 
       1.483537861916e+08       3.434276257759e-14       3.124199918602e-03       4.748564195676e+10       1.417899521206e+04       9.557555274102e-05       2.103507638282e+12       1.803755617057e-03       1.332826508966e+21       8.065057742913e+15       4.370389398525e+16       3.426601706359e-08       9.220079141279e+20       2.254886192046e+21       2.440145077016e-06       1.999983928931e+00 
       1.473225284441e+08       3.482524220290e-14       3.146069191644e-03       4.682776251044e+10       1.417899519020e+04       9.624458148864e-05       2.088885436395e+12       1.816381819479e-03       1.296151417830e+21       7.898035275166e+15       4.279881277488e+16       3.426601706359e-08       8.966372270564e+20       2.192839341734e+21       2.474426398219e-06       1.999983816435e+00 
       1.462984393204e+08       3.531450014542e-14       3.168091549014e-03       4.617899753689e+10       1.417899516817e+04       9.691829343579e-05       2.074364878414e+12       1.829096404099e-03       1.260485507023e+21       7.734471741657e+15       4.191247524871e+16       3.426601706359e-08       8.719646595416e+20       2.132499813512e+21       2.509189331845e-06       1.999983703152e+00 
       1.452814689891e+08       3.581063163291e-14       3.190268060280e-03       4.553922076110e+10       1.417899514600e+04       9.759672136484e-05       2.059945257778e+12       1.841899989572e-03       1.225801007157e+21       7.574295509953e+15       4.104449323637e+16       3.426601706359e-08       8.479710015828e+20       2.073820627528e+21       2.544440643945e-06       1.999983589076e+00 
       1.442715679649e+08       3.631373323096e-14       3.212599805920e-03       4.490830765753e+10       1.417899512366e+04       9.827989828763e-05       2.045625872836e+12       1.854793198888e-03       1.192070912963e+21       7.417436431084e+15       4.019448660628e+16       3.426601706359e-08       8.246375717769e+20       2.016756096663e+21       2.580187195621e-06       1.999983474202e+00 
       1.432686871067e+08       3.682390286179e-14       3.235087871872e-03       4.428613542585e+10       1.417899510118e+04       9.896785744710e-05       2.031406026817e+12       1.867776659397e-03       1.159268962275e+21       7.263825808822e+15       3.936208309916e+16       3.426601706359e-08       8.019462027727e+20       1.961261790957e+21       2.616435944364e-06       1.999983358524e+00 
       1.422727776150e+08       3.734123982332e-14       3.257733353166e-03       4.367258296704e+10       1.417899507853e+04       9.966063231888e-05       2.017285027790e+12       1.880851002838e-03       1.127369615573e+21       7.113396369597e+15       3.854691816498e+16       3.426601706359e-08       7.798792271259e+20       1.907294503013e+21       2.653193945409e-06       1.999983242036e+00 
       1.412837910293e+08       3.786584480847e-14       3.280537350292e-03       4.306753085986e+10       1.417899505573e+04       1.003582566129e-04       2.003262188638e+12       1.894016865375e-03       1.096348036104e+21       6.966082233034e+15       3.774863480333e+16       3.426601706359e-08       7.584194635434e+20       1.854812214365e+21       2.690468353108e-06       1.999983124732e+00 
       1.403016792263e+08       3.839781992479e-14       3.303500972834e-03       4.247086133753e+10       1.417899503276e+04       1.010607642752e-04       1.989336827017e+12       1.907274887622e-03       1.066180070543e+21       6.821818883101e+15       3.696688340707e+16       3.426601706359e-08       7.375502035060e+20       1.803774062752e+21       2.728266422320e-06       1.999983006608e+00 
       1.393263944169e+08       3.893726871433e-14       3.326625339469e-03       4.188245826488e+10       1.417899500964e+04       1.017681894892e-04       1.975508265328e+12       1.920625714678e-03       1.036842230186e+21       6.680543139852e+15       3.620132160920e+16       3.426601706359e-08       7.172551982590e+20       1.754140310310e+21       2.766595509824e-06       1.999982887656e+00 
       1.383578891445e+08       3.948429617375e-14       3.349911574333e-03       4.130220711572e+10       1.417899498635e+04       1.024805666778e-04       1.961775830681e+12       1.934069996159e-03       1.008311672662e+21       6.542193131763e+15       3.545161413293e+16       3.426601706359e-08       6.975186461610e+20       1.705872312630e+21       2.805463075754e-06       1.999982767872e+00 
       1.373961162821e+08       4.003900877482e-14       3.373360810656e-03       4.072999495053e+10       1.417899496290e+04       1.031979305048e-04       1.948138854865e+12       1.947608386227e-03       9.805661841485e+20       6.406708268628e+15       3.471743264486e+16       3.426601706359e-08       6.783251803810e+20       1.658932488670e+21       2.844876685046e-06       1.999982647250e+00 
       1.364410290305e+08       4.060151448509e-14       3.396974190764e-03       4.016571039450e+10       1.417899493929e+04       1.039203158766e-04       1.934596674313e+12       1.961241543621e-03       9.535841620769e+20       6.274029215029e+15       3.399845561117e+16       3.426601706359e-08       6.596598569335e+20       1.613284291495e+21       2.884844008914e-06       1.999982525783e+00 
       1.354925809156e+08       4.117192278894e-14       3.420752860620e-03       3.960924361586e+10       1.417899491551e+04       1.046477579440e-04       1.921148630071e+12       1.974970131693e-03       9.273445983107e+20       6.144097864351e+15       3.329436815682e+16       3.426601706359e-08       6.415081430435e+20       1.568892179820e+21       2.925372826342e-06       1.999982403466e+00 
       1.345507257867e+08       4.175034470886e-14       3.444697980740e-03       3.906048630445e+10       1.417899489157e+04       1.053802921039e-04       1.907794067765e+12       1.988794818439e-03       9.018270627897e+20       6.016857313327e+15       3.260486192762e+16       3.426601706359e-08       6.238559058311e+20       1.525721590340e+21       2.966471025596e-06       1.999982280292e+00 
       1.336154178135e+08       4.233689282709e-14       3.468810713457e-03       3.851933165072e+10       1.417899486745e+04       1.061179540008e-04       1.894532337570e+12       2.002716276529e-03       8.770116876236e+20       5.892251837126e+15       3.192963495524e+16       3.426601706359e-08       6.066894013075e+20       1.483738910818e+21       3.008146605763e-06       1.999982156257e+00 
       1.326866114847e+08       4.293168130750e-14       3.493092233839e-03       3.798567432486e+10       1.417899484317e+04       1.068607795290e-04       1.881362794179e+12       2.016735183341e-03       8.528791516218e+20       5.770226864944e+15       3.126839152490e+16       3.426601706359e-08       5.899952636745e+20       1.442911453915e+21       3.050407678304e-06       1.999982031353e+00 
       1.317642616050e+08       4.353482591784e-14       3.517543722410e-03       3.745941045638e+10       1.417899481872e+04       1.076088048337e-04       1.868284796770e+12       2.030852220996e-03       8.294106652510e+20       5.650728956104e+15       3.062084204591e+16       3.426601706359e-08       5.737604949174e+20       1.403207431739e+21       3.093262468636e-06       1.999981905575e+00 
       1.308483232936e+08       4.414644405224e-14       3.542166370607e-03       3.694043761380e+10       1.417899479410e+04       1.083620663134e-04       1.855297708975e+12       2.045068076388e-03       8.065879560053e+20       5.533705776653e+15       2.998670292484e+16       3.426601706359e-08       5.579724546849e+20       1.364595931099e+21       3.136719317731e-06       1.999981778917e+00 
       1.299387519813e+08       4.476665475409e-14       3.566961373508e-03       3.642865478479e+10       1.417899476930e+04       1.091206006213e-04       1.842400898851e+12       2.059383441220e-03       7.843932541791e+20       5.419106076445e+15       2.936569644127e+16       3.426601706359e-08       5.426188504478e+20       1.327046889429e+21       3.180786683739e-06       1.999981651372e+00 
       1.290355034090e+08       4.539557873919e-14       3.591929938921e-03       3.592396235647e+10       1.417899474433e+04       1.098844446672e-04       1.829593738847e+12       2.073799012037e-03       7.628092790318e+20       5.306879666690e+15       2.875755062625e+16       3.426601706359e-08       5.276877279271e+20       1.290531071389e+21       3.225473143634e-06       1.999981522935e+00 
       1.281385336252e+08       4.603333841926e-14       3.617073281930e-03       3.542626209604e+10       1.417899471919e+04       1.106536356192e-04       1.816875605775e+12       2.088315490259e-03       7.418192253334e+20       5.196977397979e+15       2.816199914310e+16       3.426601706359e-08       5.131674617877e+20       1.255020046098e+21       3.270787394888e-06       1.999981393598e+00 
       1.272477989838e+08       4.668005792574e-14       3.642392626716e-03       3.493545713165e+10       1.417899469387e+04       1.114282109056e-04       1.804245880778e+12       2.102933582214e-03       7.214067502794e+20       5.089351138759e+15       2.757878117084e+16       3.426601706359e-08       4.990467465857e+20       1.220486164997e+21       3.316738257156e-06       1.999981263356e+00 
       1.263632561424e+08       4.733586313398e-14       3.667889204735e-03       3.445145193353e+10       1.417899466838e+04       1.122082082167e-04       1.791703949301e+12       2.117653999177e-03       7.015559607666e+20       4.983953754250e+15       2.700764128992e+16       3.426601706359e-08       4.853145879670e+20       1.186902540329e+21       3.363334673997e-06       1.999981132202e+00 
       1.254848620596e+08       4.800088168772e-14       3.693564256537e-03       3.397415229544e+10       1.417899464270e+04       1.129936655067e-04       1.779249201061e+12       2.132477457399e-03       6.822514010191e+20       4.880739085807e+15       2.644832937039e+16       3.426601706359e-08       4.719602941063e+20       1.154243024194e+21       3.410585714617e-06       1.999981000130e+00 
       1.246125739932e+08       4.867524302395e-14       3.719419031768e-03       3.350346531628e+10       1.417899461685e+04       1.137846209953e-04       1.766881030019e+12       2.147404678145e-03       6.634780405537e+20       4.779661930700e+15       2.590060046230e+16       3.426601706359e-08       4.589734673832e+20       1.122482188199e+21       3.458500575628e-06       1.999980867134e+00 
       1.237463494982e+08       4.935907839808e-14       3.745454785530e-03       3.303929938205e+10       1.417899459081e+04       1.145811131700e-04       1.754598834347e+12       2.162436387731e-03       6.452212624780e+20       4.680678022321e+15       2.536421468852e+16       3.426601706359e-08       4.463439962862e+20       1.091595303657e+21       3.507088582843e-06       1.999980733207e+00 
       1.228861464248e+08       5.005252090951e-14       3.771672789298e-03       3.258156414800e+10       1.417899456459e+04       1.153831807874e-04       1.742402016400e+12       2.177573317554e-03       6.274668521092e+20       4.583744010799e+15       2.483893713960e+16       3.426601706359e-08       4.340620475400e+20       1.061558322330e+21       3.556359193087e-06       1.999980598343e+00 
       1.220319229160e+08       5.075570552751e-14       3.798074316364e-03       3.213017052105e+10       1.417899453819e+04       1.161908628758e-04       1.730289982690e+12       2.192816204131e-03       6.102009859069e+20       4.488817444010e+15       2.432453777092e+16       3.426601706359e-08       4.221180584494e+20       1.032347857711e+21       3.606321996042e-06       1.999980462534e+00 
       1.211836374057e+08       5.146876911752e-14       3.824660650935e-03       3.168503064242e+10       1.417899451160e+04       1.170041987362e-04       1.718262143851e+12       2.208165789134e-03       5.934102207098e+20       4.395856748988e+15       2.382079130195e+16       3.426601706359e-08       4.105027294536e+20       1.003941166811e+21       3.656986716110e-06       1.999980325775e+00 
       1.203412486170e+08       5.219185046776e-14       3.851433086311e-03       3.124605787061e+10       1.417899448483e+04       1.178232279452e-04       1.706317914617e+12       2.223622819429e-03       5.770814832692e+20       4.304821213719e+15       2.332747711758e+16       3.426601706359e-08       3.992070168859e+20       9.763161324534e+20       3.708363214307e-06       1.999980188058e+00 
       1.195047155596e+08       5.292509031626e-14       3.878392928527e-03       3.081316676443e+10       1.417899445787e+04       1.186479903561e-04       1.694456713788e+12       2.239188047106e-03       5.612020600702e+20       4.215670969309e+15       2.284437917153e+16       3.426601706359e-08       3.882221259321e+20       9.494512460524e+20       3.760461490179e-06       1.999980049378e+00 
       1.186739975285e+08       5.366863137825e-14       3.905541485437e-03       3.038627306644e+10       1.417899443072e+04       1.194785261012e-04       1.682677964207e+12       2.254862229521e-03       5.457595874325e+20       4.128366972527e+15       2.237128589166e+16       3.426601706359e-08       3.775395037830e+20       9.233255908684e+20       3.813291683756e-06       1.999979909727e+00 
       1.178490541013e+08       5.442261837393e-14       3.932880079446e-03       2.996529368655e+10       1.417899440338e+04       1.203148755940e-04       1.670981092726e+12       2.270646129332e-03       5.307420418849e+20       4.042870988700e+15       2.190799008741e+16       3.426601706359e-08       3.671508329751e+20       8.979188257210e+20       3.866864077517e-06       1.999979769098e+00 
       1.170298451369e+08       5.518719805665e-14       3.960410040236e-03       2.955014668580e+10       1.417899437585e+04       1.211570795305e-04       1.659365530183e+12       2.286540514534e-03       5.161377308030e+20       3.959145574975e+15       2.145428885898e+16       3.426601706359e-08       3.570480249147e+20       8.732111691520e+20       3.921189098395e-06       1.999979627485e+00 
       1.162163307731e+08       5.596251924145e-14       3.988132710219e-03       2.914075126045e+10       1.417899434813e+04       1.220051788918e-04       1.647830711371e+12       2.302546158498e-03       5.019352833058e+20       3.877154063916e+15       2.100998350852e+16       3.426601706359e-08       3.472232135801e+20       8.491833840234e+20       3.976277319806e-06       1.999979484881e+00 
       1.154084714247e+08       5.674873283404e-14       4.016049433631e-03       2.873702772626e+10       1.417899432022e+04       1.228592149460e-04       1.636376075015e+12       2.318663840007e-03       4.881236414026e+20       3.796860547449e+15       2.057487945307e+16       3.426601706359e-08       3.376687493972e+20       8.258167625397e+20       4.032139463709e-06       1.999979341278e+00 
       1.146062277818e+08       5.754599186019e-14       4.044161572892e-03       2.833889750294e+10       1.417899429210e+04       1.237192292497e-04       1.625001063736e+12       2.334894343298e-03       4.746920513825e+20       3.718229861134e+15       2.014878613939e+16       3.426601706359e-08       3.283771932836e+20       8.030931116821e+20       4.088786402686e-06       1.999979196671e+00 
       1.138095608077e+08       5.835445149547e-14       4.072470492247e-03       2.794628309889e+10       1.417899426379e+04       1.245852636508e-04       1.613705124036e+12       2.351238458095e-03       4.616300554426e+20       3.641227568763e+15       1.973151696046e+16       3.426601706359e-08       3.193413108563e+20       7.809947390434e+20       4.146229162068e-06       1.999979051051e+00 
       1.130184317371e+08       5.917426909549e-14       4.100977574126e-03       2.755910809611e+10       1.417899423529e+04       1.254573602898e-04       1.602487706261e+12       2.367696979650e-03       4.489274835446e+20       3.565819947285e+15       1.932288917380e+16       3.426601706359e-08       3.105540667994e+20       7.595044390531e+20       4.204478922071e-06       1.999978904412e+00 
       1.122328020742e+08       6.000560422649e-14       4.129684199143e-03       2.717729713531e+10       1.417899420658e+04       1.263355616024e-04       1.591348264577e+12       2.384270708781e-03       4.365744454970e+20       3.491973972030e+15       1.892272382140e+16       3.426601706359e-08       3.020086193862e+20       7.386054795810e+20       4.263547019979e-06       1.999978756746e+00 
       1.114526335906e+08       6.084861869646e-14       4.158591769738e-03       2.680077590126e+10       1.417899417767e+04       1.272199103212e-04       1.580286256946e+12       2.400960451913e-03       4.245613232546e+20       3.419657302249e+15       1.853084565138e+16       3.426601706359e-08       2.936983151520e+20       7.182815889096e+20       4.323444952347e-06       1.999978608047e+00 
       1.106778883239e+08       6.170347658654e-14       4.187701690171e-03       2.642947110832e+10       1.417899414856e+04       1.281104494780e-04       1.569301145099e+12       2.417767021114e-03       4.128787634298e+20       3.348838266953e+15       1.814708304119e+16       3.426601706359e-08       2.856166837144e+20       6.985169430656e+20       4.384184377238e-06       1.999978458307e+00 
       1.099085285754e+08       6.257034428305e-14       4.217015375616e-03       2.606331048617e+10       1.417899411925e+04       1.290072224060e-04       1.558392394505e+12       2.434691234136e-03       4.015176700100e+20       3.279485851036e+15       1.777126792251e+16       3.426601706359e-08       2.777574327348e+20       6.792961534986e+20       4.445777116496e-06       1.999978307519e+00 
       1.091445169086e+08       6.344939050980e-14       4.246534255799e-03       2.570222276576e+10       1.417899408973e+04       1.299102727413e-04       1.547559474353e+12       2.451733914456e-03       3.904691972756e+20       3.211569681700e+15       1.740323570759e+16       3.426601706359e-08       2.701144430196e+20       6.606042551006e+20       4.508235158041e-06       1.999978155675e+00 
       1.083858161472e+08       6.434078636098e-14       4.276259764083e-03       2.534613766540e+10       1.417899406000e+04       1.308196444259e-04       1.536801857519e+12       2.468895891313e-03       3.797247429127e+20       3.145060015146e+15       1.704282521721e+16       3.426601706359e-08       2.626817637557e+20       6.424266945536e+20       4.571570658207e-06       1.999978002769e+00 
       1.076323893731e+08       6.524470533444e-14       4.306193346565e-03       2.499498587714e+10       1.417899403007e+04       1.317353817091e-04       1.526119020543e+12       2.486177999754e-03       3.692759413152e+20       3.079927723554e+15       1.668987861007e+16       3.426601706359e-08       2.554536078771e+20       6.247493189986e+20       4.635795944105e-06       1.999977848792e+00 
       1.068841999252e+08       6.616132336544e-14       4.336336462075e-03       2.464869905323e+10       1.417899399993e+04       1.326575291502e-04       1.515510443606e+12       2.503581080666e-03       3.591146570719e+20       3.016144282322e+15       1.634424131366e+16       3.426601706359e-08       2.484243475592e+20       6.075583650167e+20       4.700923516025e-06       1.999977693738e+00 
       1.061412113970e+08       6.709081886093e-14       4.366690574898e-03       2.430720979282e+10       1.417899396957e+04       1.335861316200e-04       1.504975610500e+12       2.521105980826e-03       3.492329786315e+20       2.953681757574e+15       1.600576195658e+16       3.426601706359e-08       2.415885098372e+20       5.908404479124e+20       4.766966049865e-06       1.999977537598e+00 
       1.054033876351e+08       6.803337273425e-14       4.397257163873e-03       2.397045162889e+10       1.417899393901e+04       1.345212343039e-04       1.494514008608e+12       2.538753552935e-03       3.396232121433e+20       2.892512793930e+15       1.567429230224e+16       3.426601706359e-08       2.349407723444e+20       5.745825512928e+20       4.833936399601e-06       1.999977380365e+00 
       1.046706927375e+08       6.898916844033e-14       4.428037715115e-03       2.363835901523e+10       1.417899390823e+04       1.354628827032e-04       1.484125128874e+12       2.556524655663e-03       3.302778754666e+20       2.832610602522e+15       1.534968718394e+16       3.426601706359e-08       2.284759591687e+20       5.587720169331e+20       4.901847599787e-06       1.999977222032e+00 
       1.039430910517e+08       6.995839201143e-14       4.459033727471e-03       2.331086731378e+10       1.417899387723e+04       1.364111226379e-04       1.473808465782e+12       2.574420153693e-03       3.211896923450e+20       2.773948949264e+15       1.503180444128e+16       3.426601706359e-08       2.221890368223e+20       5.433965349207e+20       4.970712868092e-06       1.999977062590e+00 
       1.032205471731e+08       7.094123209332e-14       4.490246707064e-03       2.298791278196e+10       1.417899384602e+04       1.373660002487e-04       1.463563517329e+12       2.592440917756e-03       3.123515867413e+20       2.716502143360e+15       1.472050485794e+16       3.426601706359e-08       2.160751103227e+20       5.284441340710e+20       5.040545607875e-06       1.999976902032e+00 
       1.025030259431e+08       7.193787998202e-14       4.521678174569e-03       2.266943256032e+10       1.417899381459e+04       1.383275619993e-04       1.453389785002e+12       2.610587824681e-03       3.037566773280e+20       2.660245026059e+15       1.441565210067e+16       3.426601706359e-08       2.101294193817e+20       5.139031726068e+20       5.111359410789e-06       1.999976740351e+00 
       1.017904924475e+08       7.294852966101e-14       4.553329659757e-03       2.235536466028e+10       1.417899378293e+04       1.392958546787e-04       1.443286773754e+12       2.628861757433e-03       2.953982721296e+20       2.605152959628e+15       1.411711265961e+16       3.426601706359e-08       2.043473346988e+20       4.997623290940e+20       5.183168059431e-06       1.999976577538e+00 
       1.010829120150e+08       7.397337783897e-14       4.585202699673e-03       2.204564795207e+10       1.417899375106e+04       1.402709254032e-04       1.433253991978e+12       2.647263605156e-03       2.872698633121e+20       2.551201816570e+15       1.382475578979e+16       3.426601706359e-08       1.987243543569e+20       4.860105936266e+20       5.255985530020e-06       1.999976413585e+00 
       1.003802502150e+08       7.501262398813e-14       4.617298849553e-03       2.174022215284e+10       1.417899371897e+04       1.412528216192e-04       1.423290951486e+12       2.665794263221e-03       2.793651221162e+20       2.498367969051e+15       1.353845345391e+16       3.426601706359e-08       1.932561003174e+20       4.726372592550e+20       5.329825995120e-06       1.999976248485e+00 
       9.968247285659e+07       7.606647038301e-14       4.649619666452e-03       2.143902781492e+10       1.417899368664e+04       1.422415911050e-04       1.413397167482e+12       2.684454633263e-03       2.716778939297e+20       2.446628278557e+15       1.325808026624e+16       3.426601706359e-08       1.879383150108e+20       4.596319136491e+20       5.404703826398e-06       1.999976082228e+00 
       9.898954598625e+07       7.713512213988e-14       4.682166725615e-03       2.114200631424e+10       1.417899365410e+04       1.432372819735e-04       1.403572158540e+12       2.703245623228e-03       2.642021934955e+20       2.395960085759e+15       1.298351343769e+16       3.426601706359e-08       1.827668580225e+20       4.469844309915e+20       5.480633597419e-06       1.999975914809e+00 
       9.830143588661e+07       7.821878725658e-14       4.714941611383e-03       2.084909983894e+10       1.417899362132e+04       1.442399426743e-04       1.393815446582e+12       2.722168147419e-03       2.569322002514e+20       2.346341200586e+15       1.271463272210e+16       3.426601706359e-08       1.777377028686e+20       4.346849640940e+20       5.557630086485e-06       1.999975746217e+00 
       9.761810907466e+07       7.931767665310e-14       4.747945917188e-03       2.056025137808e+10       1.417899358832e+04       1.452496219961e-04       1.384126556852e+12       2.741223126538e-03       2.498622537983e+20       2.297749892514e+15       1.245132036349e+16       3.426601706359e-08       1.728469338613e+20       4.227239367299e+20       5.635708279510e-06       1.999975576445e+00 
       9.693953230013e+07       8.043200421255e-14       4.781181247381e-03       2.027540471060e+10       1.417899355508e+04       1.462663690693e-04       1.374505017895e+12       2.760411487730e-03       2.429868494932e+20       2.250164881043e+15       1.219346104457e+16       3.426601706359e-08       1.680907430596e+20       4.110920361788e+20       5.714883372936e-06       1.999975405485e+00 
       9.626567254389e+07       8.156198682286e-14       4.814649222681e-03       1.999450439434e+10       1.417899352162e+04       1.472902333681e-04       1.364950361533e+12       2.779734164631e-03       2.363006341629e+20       2.203565326377e+15       1.194094183618e+16       3.426601706359e-08       1.634654273050e+20       3.997802059752e+20       5.795170776690e-06       1.999975233328e+00 
       9.559649701634e+07       8.270784441894e-14       4.848351469263e-03       1.971749575523e+10       1.417899348791e+04       1.483212647130e-04       1.355462122841e+12       2.799192097411e-03       2.297984019366e+20       2.157930820305e+15       1.169365214787e+16       3.426601706359e-08       1.589673853379e+20       3.887796388575e+20       5.876586117186e-06       1.999975059967e+00 
       9.493197315581e+07       8.386980002549e-14       4.882289627858e-03       1.944432487670e+10       1.417899345397e+04       1.493595132732e-04       1.346039840128e+12       2.818786232822e-03       2.234750901919e+20       2.113241377253e+15       1.145148367944e+16       3.426601706359e-08       1.545931149938e+20       3.780817699107e+20       5.959145240363e-06       1.999974885391e+00 
       9.427206862699e+07       8.504807980046e-14       4.916465348288e-03       1.917493858916e+10       1.417899341980e+04       1.504050295692e-04       1.336683054912e+12       2.838517524240e-03       2.173257756138e+20       2.069477425537e+15       1.121433037352e+16       3.426601706359e-08       1.503392104763e+20       3.676782698979e+20       6.042864214770e-06       1.999974709594e+00 
       9.361675131933e+07       8.624291307898e-14       4.950880294928e-03       1.890928445962e+10       1.417899338538e+04       1.514578644752e-04       1.327391311897e+12       2.858386931717e-03       2.113456703608e+20       2.026619798793e+15       1.098208836913e+16       3.426601706359e-08       1.462023597058e+20       3.575610387748e+20       6.127759334695e-06       1.999974532566e+00 
       9.296598934547e+07       8.745453241810e-14       4.985536141248e-03       1.864731078155e+10       1.417899335073e+04       1.525180692212e-04       1.318164158952e+12       2.878395422023e-03       2.055301183376e+20       1.984649727578e+15       1.075465595620e+16       3.426601706359e-08       1.421793417404e+20       3.477221993837e+20       6.213847123333e-06       1.999974354300e+00 
       9.231975103976e+07       8.868317364195e-14       5.020434575272e-03       1.838896656476e+10       1.417899331583e+04       1.535856953962e-04       1.309001147091e+12       2.898543968695e-03       1.998745915695e+20       1.943548831155e+15       1.053193353099e+16       3.426601706359e-08       1.382670242679e+20       3.381540913198e+20       6.301144336005e-06       1.999974174785e+00 
       9.167800495663e+07       8.992907588770e-14       5.055577292296e-03       1.813420152550e+10       1.417899328069e+04       1.546607949500e-04       1.299901830446e+12       2.918833552085e-03       1.943746866771e+20       1.903299109439e+15       1.031382355250e+16       3.426601706359e-08       1.344623611676e+20       3.288492649674e+20       6.389667963415e-06       1.999973994014e+00 
       9.104071986912e+07       9.119248165210e-14       5.090966005810e-03       1.788296607667e+10       1.417899324530e+04       1.557434201964e-04       1.290865766250e+12       2.939265159407e-03       1.890261214478e+20       1.863882935118e+15       1.010023049976e+16       3.426601706359e-08       1.307623901380e+20       3.198004756993e+20       6.479435234961e-06       1.999973811977e+00 
       9.040786476731e+07       9.247363683866e-14       5.126602434757e-03       1.763521131816e+10       1.417899320966e+04       1.568336238149e-04       1.281892514815e+12       2.959839784783e-03       1.838247315017e+20       1.825283045929e+15       9.891060829965e+15       3.426601706359e-08       1.271642303907e+20       3.110006782363e+20       6.570463622085e-06       1.999973628667e+00 
       8.977940885688e+07       9.377279080551e-14       5.162488312635e-03       1.739088902736e+10       1.417899317378e+04       1.579314588543e-04       1.272981639506e+12       2.980558429296e-03       1.787664670492e+20       1.787482537101e+15       9.686222937532e+15       3.426601706359e-08       1.236650804071e+20       3.024430211618e+20       6.662770841675e-06       1.999973444073e+00 
       8.915532155755e+07       9.509019641394e-14       5.198625389312e-03       1.714995164972e+10       1.417899313764e+04       1.590369787344e-04       1.264132706727e+12       3.001422101033e-03       1.738473897380e+20       1.750464853950e+15       9.485627113972e+15       3.426601706359e-08       1.202622157577e+20       2.941208415876e+20       6.756374859513e-06       1.999973258187e+00 
       8.853557250160e+07       9.642611007762e-14       5.235015418293e-03       1.691235228955e+10       1.417899310125e+04       1.601502372489e-04       1.255345285894e+12       3.022431815138e-03       1.690636695862e+20       1.714213784631e+15       9.289185508606e+15       3.426601706359e-08       1.169529869802e+20       2.860276599657e+20       6.851293893770e-06       1.999973071000e+00 
