     2    0.10541E+04    0.37415E-01    0.29225E+01    0.10593E+07    0.28526E+05
     3    0.99753E+03    0.53182E-01    0.34076E+01    0.16269E+07    0.34007E+05
     4    0.94225E+03    0.51848E-01    0.33150E+01    0.21281E+07    0.36511E+05
     5    0.90015E+03    0.39507E-01    0.29263E+01    0.25690E+07    0.37452E+05
     6    0.87072E+03    0.25038E-01    0.24380E+01    0.29569E+07    0.37558E+05
     7    0.85142E+03    0.14138E-01    0.19639E+01    0.32998E+07    0.37215E+05
     8    0.83927E+03    0.81304E-02    0.15673E+01    0.36041E+07    0.36564E+05
     9    0.83282E+03    0.56423E-02    0.12687E+01    0.38754E+07    0.35696E+05
    10    0.83076E+03    0.47521E-02    0.10675E+01    0.41177E+07    0.34725E+05
    11    0.83168E+03    0.42170E-02    0.95433E+00    0.43355E+07    0.33772E+05
    12    0.83605E+03    0.37331E-02    0.91372E+00    0.45307E+07    0.32856E+05
    13    0.84189E+03    0.31760E-02    0.92597E+00    0.47058E+07    0.31970E+05
    14    0.84905E+03    0.28774E-02    0.96643E+00    0.48635E+07    0.31100E+05
    15    0.85655E+03    0.28899E-02    0.10186E+01    0.50055E+07    0.30237E+05
    16    0.86608E+03    0.30498E-02    0.10755E+01    0.51333E+07    0.29376E+05
    17    0.87750E+03    0.33364E-02    0.11327E+01    0.52485E+07    0.28525E+05
    18    0.88953E+03    0.37149E-02    0.11884E+01    0.53524E+07    0.27697E+05
    19    0.90302E+03    0.41826E-02    0.12448E+01    0.54458E+07    0.26896E+05
    20    0.91625E+03    0.48117E-02    0.13005E+01    0.55292E+07    0.26127E+05
    21    0.93006E+03    0.56095E-02    0.13569E+01    0.56038E+07    0.25393E+05
    22    0.94440E+03    0.65753E-02    0.14126E+01    0.56707E+07    0.24693E+05
    23    0.95881E+03    0.77027E-02    0.14711E+01    0.57303E+07    0.24020E+05
    24    0.97366E+03    0.89760E-02    0.15356E+01    0.57832E+07    0.23369E+05
    25    0.98909E+03    0.10399E-01    0.15971E+01    0.58298E+07    0.22741E+05
    26    0.10046E+04    0.11971E-01    0.16552E+01    0.58709E+07    0.22140E+05
    27    0.10207E+04    0.13698E-01    0.17106E+01    0.59068E+07    0.21565E+05
    28    0.10371E+04    0.15581E-01    0.17585E+01    0.59380E+07    0.21015E+05
    29    0.10537E+04    0.17625E-01    0.18016E+01    0.59645E+07    0.20486E+05
    30    0.10707E+04    0.19830E-01    0.18299E+01    0.59864E+07    0.19971E+05
    31    0.10875E+04    0.22212E-01    0.18545E+01    0.60044E+07    0.19473E+05
    32    0.11050E+04    0.24817E-01    0.18709E+01    0.60189E+07    0.18996E+05
    33    0.11227E+04    0.27603E-01    0.18790E+01    0.60301E+07    0.18540E+05
    34    0.11404E+04    0.30593E-01    0.18827E+01    0.60383E+07    0.18104E+05
    35    0.11588E+04    0.33789E-01    0.18724E+01    0.60436E+07    0.17679E+05
    36    0.11769E+04    0.37195E-01    0.18550E+01    0.60463E+07    0.17260E+05
    37    0.11954E+04    0.40841E-01    0.18278E+01    0.60465E+07    0.16851E+05
    38    0.12142E+04    0.44726E-01    0.17941E+01    0.60444E+07    0.16459E+05
    39    0.12333E+04    0.48849E-01    0.17523E+01    0.60402E+07    0.16084E+05
