# unlensed spectra
# l, f1* TT, f1* EE, f1* TE, f2* phi*phi, f3* phi*T
# f1 = l*(l+1) / (2*pi)
# f2 = l^4
# f3 = l^3
# everything is in muK^2
     2    0.10564E+04    0.37518E-01    0.29349E+01    0.10784E+07    0.28874E+05
     3    0.99976E+03    0.53324E-01    0.34257E+01    0.16606E+07    0.34517E+05
     4    0.94435E+03    0.51976E-01    0.33351E+01    0.21768E+07    0.37154E+05
     5    0.90214E+03    0.39600E-01    0.29464E+01    0.26325E+07    0.38198E+05
     6    0.87252E+03    0.25098E-01    0.24567E+01    0.30351E+07    0.38373E+05
     7    0.85304E+03    0.14169E-01    0.19822E+01    0.33926E+07    0.38077E+05
     8    0.84081E+03    0.81324E-02    0.15838E+01    0.37110E+07    0.37476E+05
     9    0.83431E+03    0.56160E-02    0.12818E+01    0.39961E+07    0.36655E+05
    10    0.83212E+03    0.47082E-02    0.10793E+01    0.42516E+07    0.35708E+05
    11    0.83279E+03    0.41790E-02    0.96765E+00    0.44824E+07    0.34754E+05
    12    0.83686E+03    0.37519E-02    0.93213E+00    0.46900E+07    0.33840E+05
    13    0.84261E+03    0.32079E-02    0.94740E+00    0.48770E+07    0.32965E+05
    14    0.84914E+03    0.29679E-02    0.98753E+00    0.50463E+07    0.32114E+05
    15    0.85682E+03    0.30057E-02    0.10417E+01    0.51994E+07    0.31259E+05
    16    0.86616E+03    0.31749E-02    0.11039E+01    0.53380E+07    0.30379E+05
    17    0.87713E+03    0.35193E-02    0.11682E+01    0.54635E+07    0.29504E+05
    18    0.88879E+03    0.39444E-02    0.12312E+01    0.55774E+07    0.28666E+05
    19    0.90198E+03    0.44643E-02    0.12923E+01    0.56804E+07    0.27865E+05
    20    0.91500E+03    0.51610E-02    0.13495E+01    0.57730E+07    0.27096E+05
    21    0.92823E+03    0.60137E-02    0.14075E+01    0.58565E+07    0.26351E+05
    22    0.94197E+03    0.70554E-02    0.14701E+01    0.59319E+07    0.25628E+05
    23    0.95605E+03    0.82789E-02    0.15360E+01    0.59998E+07    0.24931E+05
    24    0.97051E+03    0.96420E-02    0.16027E+01    0.60605E+07    0.24264E+05
    25    0.98533E+03    0.11174E-01    0.16680E+01    0.61147E+07    0.23628E+05
    26    0.10003E+04    0.12878E-01    0.17311E+01    0.61630E+07    0.23020E+05
    27    0.10157E+04    0.14735E-01    0.17891E+01    0.62059E+07    0.22434E+05
    28    0.10314E+04    0.16750E-01    0.18403E+01    0.62437E+07    0.21864E+05
    29    0.10474E+04    0.18938E-01    0.18837E+01    0.62766E+07    0.21314E+05
    30    0.10636E+04    0.21319E-01    0.19178E+01    0.63047E+07    0.20787E+05
    31    0.10799E+04    0.23903E-01    0.19437E+01    0.63285E+07    0.20280E+05
    32    0.10966E+04    0.26688E-01    0.19623E+01    0.63486E+07    0.19790E+05
    33    0.11136E+04    0.29673E-01    0.19716E+01    0.63652E+07    0.19315E+05
    34    0.11308E+04    0.32873E-01    0.19704E+01    0.63785E+07    0.18852E+05
    35    0.11481E+04    0.36308E-01    0.19616E+01    0.63888E+07    0.18401E+05
    36    0.11655E+04    0.40000E-01    0.19468E+01    0.63962E+07    0.17961E+05
    37    0.11829E+04    0.43936E-01    0.19234E+01    0.64009E+07    0.17541E+05
    38    0.12008E+04    0.48105E-01    0.18902E+01    0.64031E+07    0.17146E+05
    39    0.12190E+04    0.52512E-01    0.18467E+01    0.64030E+07    0.16773E+05
    40    0.12374E+04    0.57169E-01    0.17928E+01    0.64007E+07    0.16413E+05
    41    0.12560E+04    0.62093E-01    0.17278E+01    0.63962E+07    0.16060E+05
    42    0.12746E+04    0.67293E-01    0.16509E+01    0.63898E+07    0.15713E+05
    43    0.12933E+04    0.72777E-01    0.15613E+01    0.63815E+07    0.15374E+05
    44    0.13121E+04    0.78535E-01    0.14590E+01    0.63714E+07    0.15043E+05
    45    0.13311E+04    0.84573E-01    0.13441E+01    0.63598E+07    0.14721E+05
    46    0.13505E+04    0.90893E-01    0.12149E+01    0.63468E+07    0.14410E+05
    47    0.13700E+04    0.97493E-01    0.10723E+01    0.63324E+07    0.14109E+05
    48    0.13896E+04    0.10438E+00    0.92081E+00    0.63166E+07    0.13816E+05
    49    0.14093E+04    0.11152E+00    0.76397E+00    0.62998E+07    0.13530E+05
    50    0.14294E+04    0.11890E+00    0.59874E+00    0.62818E+07    0.13250E+05
    51    0.14496E+04    0.12649E+00    0.42057E+00    0.62628E+07    0.12975E+05
    52    0.14703E+04    0.13437E+00    0.22461E+00    0.62428E+07    0.12707E+05
    53    0.14909E+04    0.14269E+00    0.77757E-02    0.62220E+07    0.12446E+05
    54    0.15115E+04    0.15145E+00   -0.22504E+00    0.62003E+07    0.12194E+05
    55    0.15322E+04    0.16063E+00   -0.46882E+00    0.61778E+07    0.11951E+05
    56    0.15533E+04    0.17009E+00   -0.72481E+00    0.61546E+07    0.11719E+05
    57    0.15746E+04    0.17971E+00   -0.99285E+00    0.61307E+07    0.11497E+05
    58    0.15962E+04    0.18950E+00   -0.12737E+01    0.61062E+07    0.11283E+05
    59    0.16180E+04    0.19949E+00   -0.15682E+01    0.60810E+07    0.11076E+05
    60    0.16400E+04    0.20974E+00   -0.18755E+01    0.60553E+07    0.10875E+05
    61    0.16624E+04    0.22034E+00   -0.21950E+01    0.60290E+07    0.10678E+05
    62    0.16848E+04    0.23127E+00   -0.25276E+01    0.60022E+07    0.10486E+05
    63    0.17072E+04    0.24250E+00   -0.28744E+01    0.59750E+07    0.10296E+05
    64    0.17300E+04    0.25405E+00   -0.32364E+01    0.59473E+07    0.10109E+05
    65    0.17529E+04    0.26588E+00   -0.36146E+01    0.59193E+07    0.99224E+04
    66    0.17761E+04    0.27793E+00   -0.40069E+01    0.58911E+07    0.97368E+04
    67    0.17994E+04    0.29021E+00   -0.44109E+01    0.58625E+07    0.95530E+04
    68    0.18232E+04    0.30275E+00   -0.48249E+01    0.58337E+07    0.93725E+04
    69    0.18471E+04    0.31552E+00   -0.52473E+01    0.58048E+07    0.91968E+04
    70    0.18714E+04    0.32854E+00   -0.56799E+01    0.57756E+07    0.90273E+04
    71    0.18958E+04    0.34181E+00   -0.61252E+01    0.57463E+07    0.88653E+04
    72    0.19204E+04    0.35530E+00   -0.65845E+01    0.57168E+07    0.87103E+04
    73    0.19451E+04    0.36898E+00   -0.70581E+01    0.56871E+07    0.85615E+04
    74    0.19700E+04    0.38283E+00   -0.75450E+01    0.56573E+07    0.84181E+04
    75    0.19953E+04    0.39687E+00   -0.80436E+01    0.56274E+07    0.82793E+04
    76    0.20208E+04    0.41109E+00   -0.85531E+01    0.55973E+07    0.81444E+04
    77    0.20467E+04    0.42549E+00   -0.90733E+01    0.55672E+07    0.80126E+04
    78    0.20729E+04    0.44009E+00   -0.96056E+01    0.55369E+07    0.78833E+04
    79    0.20994E+04    0.45484E+00   -0.10146E+02    0.55065E+07    0.77557E+04
    80    0.21261E+04    0.46973E+00   -0.10697E+02    0.54761E+07    0.76292E+04
    81    0.21530E+04    0.48473E+00   -0.11257E+02    0.54457E+07    0.75032E+04
    82    0.21801E+04    0.49985E+00   -0.11827E+02    0.54153E+07    0.73781E+04
    83    0.22075E+04    0.51507E+00   -0.12407E+02    0.53849E+07    0.72544E+04
    84    0.22351E+04    0.53037E+00   -0.12993E+02    0.53545E+07    0.71325E+04
    85    0.22629E+04    0.54575E+00   -0.13588E+02    0.53241E+07    0.70130E+04
    86    0.22908E+04    0.56120E+00   -0.14191E+02    0.52938E+07    0.68962E+04
    87    0.23192E+04    0.57670E+00   -0.14800E+02    0.52635E+07    0.67821E+04
    88    0.23476E+04    0.59226E+00   -0.15416E+02    0.52333E+07    0.66709E+04
    89    0.23763E+04    0.60787E+00   -0.16040E+02    0.52032E+07    0.65623E+04
    90    0.24052E+04    0.62348E+00   -0.16669E+02    0.51731E+07    0.64563E+04
    91    0.24343E+04    0.63910E+00   -0.17303E+02    0.51432E+07    0.63529E+04
    92    0.24637E+04    0.65471E+00   -0.17943E+02    0.51133E+07    0.62519E+04
    93    0.24934E+04    0.67029E+00   -0.18588E+02    0.50835E+07    0.61534E+04
    94    0.25231E+04    0.68581E+00   -0.19236E+02    0.50539E+07    0.60572E+04
    95    0.25532E+04    0.70128E+00   -0.19888E+02    0.50243E+07    0.59632E+04
    96    0.25832E+04    0.71667E+00   -0.20544E+02    0.49949E+07    0.58714E+04
    97    0.26137E+04    0.73197E+00   -0.21204E+02    0.49656E+07    0.57818E+04
    98    0.26444E+04    0.74718E+00   -0.21863E+02    0.49364E+07    0.56941E+04
