  0.261301E+00  0.760575E+06  0.757132E+06  0.468937E-02  0.456636E+00  0.000000E+00  0.760039E+06
  0.269404E+00  0.728184E+06  0.724858E+06 -0.659579E-01  0.383553E+00  0.000000E+00  0.727666E+06
  0.277506E+00  0.695097E+06  0.691767E+06 -0.681927E-01  0.336720E+00  0.000000E+00  0.694578E+06
  0.285608E+00  0.663312E+06  0.659963E+06 -0.112583E+00  0.327915E+00  0.000000E+00  0.662791E+06
  0.293711E+00  0.634682E+06  0.631381E+06 -0.440171E-01  0.296630E+00  0.000000E+00  0.634168E+06
  0.301813E+00  0.609904E+06  0.606743E+06 -0.841997E-01  0.248627E+00  0.000000E+00  0.609411E+06
  0.309915E+00  0.588355E+06  0.585396E+06 -0.129960E+00  0.232724E+00  0.000000E+00  0.587894E+06
  0.318018E+00  0.568652E+06  0.565896E+06 -0.357269E-01  0.230096E+00  0.000000E+00  0.568223E+06
  0.326120E+00  0.549475E+06  0.546873E+06 -0.650949E-01  0.202328E+00  0.000000E+00  0.549069E+06
  0.334222E+00  0.530171E+06  0.527658E+06 -0.458443E-01  0.173859E+00  0.000000E+00  0.529780E+06
  0.342325E+00  0.510885E+06  0.508415E+06 -0.114276E-01  0.170395E+00  0.000000E+00  0.510501E+06
  0.350427E+00  0.492252E+06  0.489811E+06  0.100685E-01  0.163965E+00  0.000000E+00  0.491872E+06
  0.358529E+00  0.474921E+06  0.472528E+06 -0.231677E-01  0.139632E+00  0.000000E+00  0.474549E+06
  0.366632E+00  0.459188E+06  0.456872E+06 -0.258613E-02  0.125534E+00  0.000000E+00  0.458827E+06
  0.374734E+00  0.444894E+06  0.442678E+06  0.652691E-02  0.127200E+00  0.000000E+00  0.444548E+06
  0.382836E+00  0.431586E+06  0.429472E+06 -0.440704E-01  0.118321E+00  0.000000E+00  0.431257E+06
  0.390939E+00  0.418787E+06  0.416760E+06 -0.130825E-01  0.100461E+00  0.000000E+00  0.418471E+06
  0.399041E+00  0.406216E+06  0.404253E+06 -0.254669E-01  0.958577E-01  0.000000E+00  0.405910E+06
  0.407143E+00  0.393859E+06  0.391942E+06 -0.358117E-01  0.970259E-01  0.000000E+00  0.393561E+06
  0.415246E+00  0.381896E+06  0.380017E+06 -0.214017E-01  0.861810E-01  0.000000E+00  0.381604E+06
  0.423348E+00  0.370541E+06  0.368703E+06 -0.187480E-01  0.745640E-01  0.000000E+00  0.370255E+06
  0.431450E+00  0.359913E+06  0.358124E+06 -0.175988E-01  0.749596E-01  0.000000E+00  0.359635E+06
  0.439553E+00  0.349982E+06  0.348249E+06 -0.179663E-01  0.739657E-01  0.000000E+00  0.349712E+06
  0.447655E+00  0.340604E+06  0.338930E+06 -0.519240E-02  0.636286E-01  0.000000E+00  0.340343E+06
  0.455757E+00  0.331610E+06  0.329990E+06 -0.130127E-01  0.578692E-01  0.000000E+00  0.331358E+06
  0.463860E+00  0.322879E+06  0.321305E+06 -0.932837E-02  0.599896E-01  0.000000E+00  0.322634E+06
  0.471962E+00  0.314379E+06  0.312842E+06 -0.404675E-02  0.565458E-01  0.000000E+00  0.314140E+06
  0.480064E+00  0.306147E+06  0.304644E+06 -0.807772E-02  0.480722E-01  0.000000E+00  0.305913E+06
  0.488166E+00  0.298247E+06  0.296777E+06 -0.781115E-02  0.464802E-01  0.000000E+00  0.298018E+06
  0.496269E+00  0.290721E+06  0.289286E+06 -0.731218E-02  0.480986E-01  0.000000E+00  0.290497E+06
  0.504371E+00  0.283564E+06  0.282167E+06 -0.698970E-02  0.431283E-01  0.000000E+00  0.283347E+06
  0.567070E+00  0.236457E+06  0.235294E+06 -0.523629E-02  0.286938E-01  0.000000E+00  0.236276E+06
  0.637563E+00  0.196767E+06  0.195801E+06 -0.387920E-02  0.197062E-01  0.000000E+00  0.196617E+06
  0.716819E+00  0.163422E+06  0.162620E+06 -0.240562E-02  0.129215E-01  0.000000E+00  0.163297E+06
  0.805928E+00  0.135488E+06  0.134823E+06 -0.769887E-03  0.845474E-02  0.000000E+00  0.135384E+06
  0.906113E+00  0.112139E+06  0.111588E+06 -0.478202E-03  0.528491E-02  0.000000E+00  0.112053E+06
  0.101875E+01  0.926682E+05  0.922134E+05 -0.319567E-03  0.294383E-02  0.000000E+00  0.925973E+05
  0.114540E+01  0.764653E+05  0.760900E+05 -0.207639E-03  0.185201E-02  0.000000E+00  0.764068E+05
  0.128778E+01  0.630062E+05  0.626969E+05 -0.135354E-03  0.142866E-02  0.000000E+00  0.629580E+05
  0.144787E+01  0.518475E+05  0.515929E+05 -0.881056E-04  0.893362E-03  0.000000E+00  0.518078E+05
  0.162785E+01  0.426106E+05  0.424014E+05 -0.572797E-04  0.450166E-03  0.000000E+00  0.425780E+05
  0.183021E+01  0.349780E+05  0.348062E+05 -0.371948E-04  0.421615E-03  0.000000E+00  0.349513E+05
  0.205773E+01  0.286798E+05  0.285388E+05 -0.241237E-04  0.283993E-03  0.000000E+00  0.286578E+05
  0.231352E+01  0.234902E+05  0.233747E+05 -0.156305E-04  0.890689E-04  0.000000E+00  0.234722E+05
  0.260112E+01  0.192201E+05  0.191255E+05 -0.101169E-04  0.858441E-04  0.000000E+00  0.192054E+05
  0.292447E+01  0.157109E+05  0.156335E+05 -0.654167E-05  0.651552E-04  0.000000E+00  0.156988E+05
  0.328801E+01  0.128305E+05  0.127671E+05 -0.422598E-05  0.649440E-04  0.000000E+00  0.128206E+05
  0.369675E+01  0.104689E+05  0.104171E+05 -0.272759E-05  0.419808E-05  0.000000E+00  0.104608E+05
  0.415629E+01  0.853480E+04  0.849250E+04 -0.175901E-05  0.495492E-05  0.000000E+00  0.852821E+04
  0.467297E+01  0.695245E+04  0.691789E+04 -0.113346E-05 -0.828738E-05  0.000000E+00  0.694706E+04
  0.525387E+01  0.565913E+04  0.563089E+04 -0.729819E-06 -0.294120E-05  0.000000E+00  0.565473E+04
  0.532207E+01  0.553210E+04  0.550448E+04  0.527055E-06  0.343517E-05  0.000000E+00  0.552780E+04
  0.702615E+01  0.338574E+04  0.336861E+04  0.185147E-06  0.745377E-06  0.000000E+00  0.338307E+04
  0.927588E+01  0.206451E+04  0.205381E+04  0.648030E-07  0.600089E-06  0.000000E+00  0.206284E+04
  0.122459E+02  0.125468E+04  0.124791E+04  0.226081E-07  0.241128E-06  0.000000E+00  0.125363E+04
  0.161670E+02  0.760206E+03  0.755825E+03  0.786493E-08 -0.390872E-08  0.000000E+00  0.759524E+03
  0.213436E+02  0.459324E+03  0.456382E+03  0.272936E-08 -0.230443E-09  0.000000E+00  0.458866E+03
