   102    0.26956E+04   -0.23497E+02    0.30215E-05   -0.23497E+02    0.79710E+00    0.94341E-07    0.30215E-05    0.94341E-07    0.97023E-11
   103    0.27265E+04   -0.24142E+02    0.29466E-05   -0.24142E+02    0.80713E+00    0.76274E-07    0.29466E-05    0.76274E-07    0.94569E-11
   104    0.27576E+04   -0.24784E+02    0.28741E-05   -0.24784E+02    0.81699E+00    0.58579E-07    0.28741E-05    0.58579E-07    0.92198E-11
   105    0.27888E+04   -0.25424E+02    0.28039E-05   -0.25424E+02    0.82666E+00    0.41451E-07    0.28039E-05    0.41451E-07    0.89905E-11
   106    0.28203E+04   -0.26062E+02    0.27357E-05   -0.26062E+02    0.83628E+00    0.25081E-07    0.27357E-05    0.25081E-07    0.87687E-11
   107    0.28517E+04   -0.26697E+02    0.26697E-05   -0.26697E+02    0.84575E+00    0.96637E-08    0.26697E-05    0.96637E-08    0.85541E-11
   108    0.28835E+04   -0.27329E+02    0.26056E-05   -0.27329E+02    0.85521E+00   -0.46087E-08    0.26056E-05   -0.46087E-08    0.83462E-11
   109    0.29154E+04   -0.27956E+02    0.25434E-05   -0.27956E+02    0.86465E+00   -0.17543E-07    0.25434E-05   -0.17543E-07    0.81446E-11
   110    0.29474E+04   -0.28578E+02    0.24830E-05   -0.28578E+02    0.87412E+00   -0.28945E-07    0.24830E-05   -0.28945E-07    0.79490E-11
   111    0.29795E+04   -0.29195E+02    0.24244E-05   -0.29195E+02    0.88375E+00   -0.38671E-07    0.24244E-05   -0.38671E-07    0.77591E-11
   112    0.30118E+04   -0.29808E+02    0.23674E-05   -0.29808E+02    0.89345E+00   -0.46771E-07    0.23674E-05   -0.46771E-07    0.75747E-11
   113    0.30443E+04   -0.30414E+02    0.23120E-05   -0.30414E+02    0.90319E+00   -0.53344E-07    0.23120E-05   -0.53344E-07    0.73956E-11
   114    0.30769E+04   -0.31014E+02    0.22581E-05   -0.31014E+02    0.91288E+00   -0.58488E-07    0.22581E-05   -0.58488E-07    0.72216E-11
   115    0.31097E+04   -0.31606E+02    0.22058E-05   -0.31606E+02    0.92265E+00   -0.62302E-07    0.22058E-05   -0.62302E-07    0.70528E-11
   116    0.31426E+04   -0.32190E+02    0.21550E-05   -0.32190E+02    0.93224E+00   -0.64885E-07    0.21550E-05   -0.64885E-07    0.68889E-11
   117    0.31757E+04   -0.32767E+02    0.21056E-05   -0.32767E+02    0.94171E+00   -0.66336E-07    0.21056E-05   -0.66336E-07    0.67297E-11
   118    0.32090E+04   -0.33336E+02    0.20576E-05   -0.33336E+02    0.95119E+00   -0.66753E-07    0.20576E-05   -0.66753E-07    0.65752E-11
   119    0.32423E+04   -0.33895E+02    0.20110E-05   -0.33895E+02    0.96049E+00   -0.66235E-07    0.20110E-05   -0.66235E-07    0.64252E-11
   120    0.32757E+04   -0.34444E+02    0.19657E-05   -0.34444E+02    0.96946E+00   -0.64882E-07    0.19657E-05   -0.64882E-07    0.62796E-11
   121    0.33091E+04   -0.34984E+02    0.19216E-05   -0.34984E+02    0.97835E+00   -0.62790E-07    0.19216E-05   -0.62790E-07    0.61382E-11
   122    0.33427E+04   -0.35514E+02    0.18787E-05   -0.35514E+02    0.98686E+00   -0.60060E-07    0.18787E-05   -0.60060E-07    0.60009E-11
   123    0.33763E+04   -0.36033E+02    0.18370E-05   -0.36033E+02    0.99504E+00   -0.56791E-07    0.18370E-05   -0.56791E-07    0.58676E-11
